,ImagePath
40,./prototype2_data/Shifting/shifting_0_5046.bmp
41,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4348_Q12.bmp
42,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3744_Q12.bmp
43,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2434_Q09.bmp
44,./prototype2_data/Shifting/shifting_0_7457.bmp
45,./prototype2_data/Shifting/shifting_0_3883.bmp
46,./prototype2_data/Shifting/shifting_0_9878.bmp
47,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4061_Q03.bmp
48,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3627_Q09.bmp
49,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2297_Q09.bmp
50,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3817_Q09.bmp
51,./prototype2_data/Shifting/shifting_0_7588.bmp
52,./prototype2_data/Shifting/shifting_0_6971.bmp
53,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3510_Q09.bmp
54,./prototype2_data/Shifting/shifting_0_9968.bmp
55,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3974_Q03.bmp
56,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4198_Q06.bmp
57,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3433_Q12.bmp
58,./prototype2_data/Shifting/shifting_0_3641.bmp
59,./prototype2_data/Shifting/shifting_0_5352.bmp
60,./prototype2_data/Shifting/shifting_0_9665.bmp
61,./prototype2_data/Shifting/shifting_0_2111.bmp
62,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3978_Q03.bmp
63,./prototype2_data/Shifting/shifting_0_2225.bmp
64,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4018_Q09.bmp
65,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3827_Q09.bmp
66,./prototype2_data/Shifting/shifting_0_9642.bmp
67,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2482_Q03.bmp
68,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2542_Q12.bmp
69,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1890_Q03.bmp
70,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1889_Q03.bmp
71,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3400_Q06.bmp
72,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1694_Q06.bmp
73,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3991_Q06.bmp
74,./prototype2_data/Shifting/shifting_0_3184.bmp
75,./prototype2_data/Shifting/shifting_0_4579.bmp
76,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4371_Q03.bmp
77,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2600_Q06.bmp
78,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2532_Q12.bmp
79,./prototype2_data/Shifting/shifting_0_2533.bmp
80,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3855_Q12.bmp
81,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4272_Q06.bmp
82,./prototype2_data/Shifting/shifting_0_8459.bmp
83,./prototype2_data/Shifting/shifting_0_3573.bmp
84,./prototype2_data/Shifting/shifting_0_9901.bmp
85,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4047_Q12.bmp
86,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4301_Q12.bmp
87,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2143_Q06.bmp
88,./prototype2_data/Shifting/shifting_0_7123.bmp
89,./prototype2_data/Shifting/shifting_0_2784.bmp
90,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4383_Q06.bmp
91,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3509_Q09.bmp
92,./prototype2_data/Shifting/shifting_0_9278.bmp
93,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1584_Q09.bmp
94,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3442_Q12.bmp
95,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3443_Q12.bmp
96,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4079_Q03.bmp
97,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3468_Q03.bmp
98,./prototype2_data/Shifting/shifting_0_9937.bmp
99,./prototype2_data/Shifting/shifting_0_5481.bmp
100,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3466_Q03.bmp
101,./prototype2_data/Shifting/shifting_0_3284.bmp
102,./prototype2_data/Shifting/shifting_0_2369.bmp
103,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3955_Q12.bmp
104,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1869_Q09.bmp
105,./prototype2_data/Shifting/shifting_0_707.bmp
106,./prototype2_data/Shifting/shifting_0_4427.bmp
107,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1982_Q06.bmp
108,./prototype2_data/Shifting/shifting_0_5177.bmp
109,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3775_Q03.bmp
110,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2836_Q12.bmp
111,./prototype2_data/Shifting/shifting_0_5318.bmp
112,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3844_Q12.bmp
113,./prototype2_data/Shifting/shifting_0_584.bmp
114,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1968_Q09.bmp
115,./prototype2_data/Shifting/shifting_0_2887.bmp
116,./prototype2_data/Shifting/shifting_0_4392.bmp
117,./prototype2_data/Shifting/shifting_0_7754.bmp
118,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1465_Q03.bmp
119,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2593_Q06.bmp
120,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2863_Q09.bmp
121,./prototype2_data/Shifting/shifting_0_3384.bmp
122,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2566_Q03.bmp
123,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3616_Q09.bmp
124,./prototype2_data/Shifting/shifting_0_2968.bmp
125,./prototype2_data/Shifting/shifting_0_2426.bmp
126,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2471_Q12.bmp
127,./prototype2_data/Shifting/shifting_0_8899.bmp
128,./prototype2_data/Shifting/shifting_0_5149.bmp
129,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3663_Q03.bmp
130,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3007_Q03.bmp
131,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2144_Q06.bmp
132,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4162_Q03.bmp
133,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2101_Q06.bmp
134,./prototype2_data/Shifting/shifting_0_6394.bmp
135,./prototype2_data/Shifting/shifting_0_31.bmp
136,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1525_Q09.bmp
137,./prototype2_data/Shifting/shifting_0_1479.bmp
138,./prototype2_data/Shifting/shifting_0_9858.bmp
139,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2569_Q03.bmp
140,./prototype2_data/Shifting/shifting_0_1599.bmp
141,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3009_Q03.bmp
142,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3356_Q03.bmp
143,./prototype2_data/Shifting/shifting_0_8693.bmp
144,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4246_Q09.bmp
145,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3360_Q03.bmp
146,./prototype2_data/Shifting/shifting_0_7411.bmp
147,./prototype2_data/Shifting/shifting_0_7678.bmp
148,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1835_Q12.bmp
149,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3542_Q12.bmp
150,./prototype2_data/Shifting/shifting_0_1115.bmp
151,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2158_Q12.bmp
152,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3023_Q03.bmp
153,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3463_Q03.bmp
154,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2038_Q12.bmp
155,./prototype2_data/Shifting/shifting_0_7203.bmp
156,./prototype2_data/Shifting/shifting_0_5864.bmp
157,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4108_Q09.bmp
158,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1886_Q03.bmp
159,./prototype2_data/Shifting/shifting_0_6615.bmp
160,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2008_Q12.bmp
161,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_093_Q03.bmp
162,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4067_Q03.bmp
163,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1965_Q03.bmp
164,./prototype2_data/Shifting/shifting_0_1672.bmp
165,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_059_Q06.bmp
166,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1950_Q03.bmp
167,./prototype2_data/Shifting/shifting_0_8314.bmp
168,./prototype2_data/Shifting/shifting_0_5487.bmp
169,./prototype2_data/Shifting/shifting_0_8928.bmp
170,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1801_Q06.bmp
171,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1755_Q12.bmp
172,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4276_Q06.bmp
173,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4360_Q03.bmp
174,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3507_Q09.bmp
175,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2535_Q12.bmp
176,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_028_Q09.bmp
177,./prototype2_data/Shifting/shifting_0_5888.bmp
178,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_069_Q06.bmp
179,./prototype2_data/Shifting/shifting_0_3211.bmp
180,./prototype2_data/Shifting/shifting_0_6016.bmp
181,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1669_Q09.bmp
182,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3480_Q03.bmp
183,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4049_Q12.bmp
184,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1998_Q03.bmp
185,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3537_Q12.bmp
186,./prototype2_data/Shifting/shifting_0_7583.bmp
187,./prototype2_data/Shifting/shifting_0_1517.bmp
188,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3376_Q03.bmp
189,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2493_Q03.bmp
190,./prototype2_data/Shifting/shifting_0_3263.bmp
191,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3947_Q12.bmp
192,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4311_Q03.bmp
193,./prototype2_data/Shifting/shifting_0_739.bmp
194,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2222_Q06.bmp
195,./prototype2_data/Shifting/shifting_0_2947.bmp
196,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1856_Q06.bmp
197,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2871_Q09.bmp
198,./prototype2_data/Shifting/shifting_0_8855.bmp
199,./prototype2_data/Shifting/shifting_0_9936.bmp
200,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2966_Q09.bmp
201,./prototype2_data/Shifting/shifting_0_3743.bmp
202,./prototype2_data/Shifting/shifting_0_618.bmp
203,./prototype2_data/Shifting/shifting_0_4173.bmp
204,./prototype2_data/Shifting/shifting_0_4567.bmp
205,./prototype2_data/Shifting/shifting_0_8248.bmp
206,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4055_Q12.bmp
207,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4083_Q06.bmp
208,./prototype2_data/Shifting/shifting_0_6788.bmp
209,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2644_Q12.bmp
210,./prototype2_data/Shifting/shifting_0_1627.bmp
211,./prototype2_data/Shifting/shifting_0_370.bmp
212,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3686_Q06.bmp
213,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2419_Q09.bmp
214,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2375_Q03.bmp
215,./prototype2_data/Shifting/shifting_0_667.bmp
216,./prototype2_data/Shifting/shifting_0_9737.bmp
217,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3948_Q12.bmp
218,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_094_Q03.bmp
219,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3711_Q09.bmp
220,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1680_Q06.bmp
221,./prototype2_data/Shifting/shifting_0_5594.bmp
222,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1580_Q09.bmp
223,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2299_Q03.bmp
224,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2916_Q03.bmp
225,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3965_Q03.bmp
226,./prototype2_data/Shifting/shifting_0_4144.bmp
227,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2635_Q12.bmp
228,./prototype2_data/Shifting/shifting_0_3370.bmp
229,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2975_Q09.bmp
230,./prototype2_data/Shifting/shifting_0_5535.bmp
231,./prototype2_data/Shifting/shifting_0_7771.bmp
232,./prototype2_data/Shifting/shifting_0_7620.bmp
233,./prototype2_data/Shifting/shifting_0_8958.bmp
234,./prototype2_data/Shifting/shifting_0_3688.bmp
235,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3916_Q09.bmp
236,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1673_Q09.bmp
237,./prototype2_data/Shifting/shifting_0_6883.bmp
238,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4030_Q09.bmp
239,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2556_Q03.bmp
240,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3340_Q12.bmp
241,./prototype2_data/Shifting/shifting_0_3681.bmp
242,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3477_Q03.bmp
243,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1915_Q12.bmp
244,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3833_Q12.bmp
245,./prototype2_data/Shifting/shifting_0_2934.bmp
246,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3750_Q12.bmp
247,./prototype2_data/Shifting/shifting_0_7331.bmp
248,./prototype2_data/Shifting/shifting_0_3002.bmp
249,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4119_Q09.bmp
250,./prototype2_data/Shifting/shifting_0_7230.bmp
251,./prototype2_data/Shifting/shifting_0_5135.bmp
252,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_076_Q03.bmp
253,./prototype2_data/Shifting/shifting_0_8730.bmp
254,./prototype2_data/Shifting/shifting_0_6023.bmp
255,./prototype2_data/Shifting/shifting_0_4237.bmp
256,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1608_Q03.bmp
257,./prototype2_data/Shifting/shifting_0_633.bmp
258,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1785_Q06.bmp
259,./prototype2_data/Shifting/shifting_0_263.bmp
260,./prototype2_data/Shifting/shifting_0_2525.bmp
261,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2151_Q09.bmp
262,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2283_Q09.bmp
263,./prototype2_data/Shifting/shifting_0_2832.bmp
264,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4035_Q12.bmp
265,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_021_Q12.bmp
266,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2970_Q09.bmp
267,./prototype2_data/Shifting/shifting_0_9307.bmp
268,./prototype2_data/Shifting/shifting_0_2055.bmp
269,./prototype2_data/Shifting/shifting_0_9638.bmp
270,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4148_Q12.bmp
271,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1615_Q03.bmp
272,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3869_Q03.bmp
273,./prototype2_data/Shifting/shifting_0_4785.bmp
274,./prototype2_data/Shifting/shifting_0_783.bmp
275,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2121_Q09.bmp
276,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2716_Q03.bmp
277,./prototype2_data/Shifting/shifting_0_2654.bmp
278,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3524_Q09.bmp
279,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2405_Q06.bmp
280,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1471_Q03.bmp
281,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4220_Q09.bmp
282,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3619_Q09.bmp
283,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2184_Q12.bmp
284,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2791_Q06.bmp
285,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2694_Q06.bmp
286,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3752_Q12.bmp
287,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4207_Q09.bmp
288,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2453_Q09.bmp
289,./prototype2_data/Shifting/shifting_0_1762.bmp
290,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2598_Q06.bmp
291,./prototype2_data/Shifting/shifting_0_3189.bmp
292,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2309_Q06.bmp
293,./prototype2_data/Shifting/shifting_0_6650.bmp
294,./prototype2_data/Shifting/shifting_0_9965.bmp
295,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1516_Q09.bmp
296,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1629_Q03.bmp
297,./prototype2_data/Shifting/shifting_0_5122.bmp
298,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3781_Q06.bmp
299,./prototype2_data/Shifting/shifting_0_9845.bmp
300,./prototype2_data/Shifting/shifting_0_1925.bmp
301,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2828_Q03.bmp
302,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4091_Q06.bmp
303,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1476_Q03.bmp
304,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2187_Q12.bmp
305,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2998_Q06.bmp
306,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4038_Q12.bmp
307,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2447_Q09.bmp
308,./prototype2_data/Shifting/shifting_0_9956.bmp
309,./prototype2_data/Shifting/shifting_0_1535.bmp
310,./prototype2_data/Shifting/shifting_0_7480.bmp
311,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1793_Q06.bmp
312,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4258_Q06.bmp
313,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3920_Q09.bmp
314,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2927_Q03.bmp
315,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1798_Q06.bmp
316,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4290_Q12.bmp
317,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_039_Q09.bmp
318,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3530_Q09.bmp
319,./prototype2_data/Shifting/shifting_0_620.bmp
320,./prototype2_data/Shifting/shifting_0_3104.bmp
321,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2543_Q12.bmp
322,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3444_Q12.bmp
323,./prototype2_data/Shifting/shifting_0_8961.bmp
324,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3546_Q12.bmp
325,./prototype2_data/Shifting/shifting_0_8233.bmp
326,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2605_Q06.bmp
327,./prototype2_data/Shifting/shifting_0_6137.bmp
328,./prototype2_data/Shifting/shifting_0_6523.bmp
329,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3003_Q06.bmp
330,./prototype2_data/Shifting/shifting_0_7559.bmp
331,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2781_Q06.bmp
332,./prototype2_data/Shifting/shifting_0_8572.bmp
333,./prototype2_data/Shifting/shifting_0_5127.bmp
334,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1960_Q03.bmp
335,./prototype2_data/Shifting/shifting_0_1978.bmp
336,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4128_Q09.bmp
337,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3562_Q03.bmp
338,./prototype2_data/Shifting/shifting_0_8026.bmp
339,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3913_Q09.bmp
340,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3856_Q03.bmp
341,./prototype2_data/Shifting/shifting_0_9379.bmp
342,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3450_Q12.bmp
343,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2634_Q12.bmp
344,./prototype2_data/Shifting/shifting_0_9391.bmp
345,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2622_Q09.bmp
346,./prototype2_data/Shifting/shifting_0_9941.bmp
347,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2077_Q03.bmp
348,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3860_Q03.bmp
349,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4175_Q03.bmp
350,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3357_Q03.bmp
351,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2584_Q06.bmp
352,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4309_Q03.bmp
353,./prototype2_data/Shifting/shifting_0_8269.bmp
354,./prototype2_data/Shifting/shifting_0_6995.bmp
355,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2782_Q06.bmp
356,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3874_Q03.bmp
357,./prototype2_data/Shifting/shifting_0_9291.bmp
358,./prototype2_data/Shifting/shifting_0_8952.bmp
359,./prototype2_data/Shifting/shifting_0_5233.bmp
360,./prototype2_data/Shifting/shifting_0_3028.bmp
361,./prototype2_data/Shifting/shifting_0_4124.bmp
362,./prototype2_data/Shifting/shifting_0_5160.bmp
363,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3851_Q12.bmp
364,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4325_Q03.bmp
365,./prototype2_data/Shifting/shifting_0_3436.bmp
366,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3634_Q12.bmp
367,./prototype2_data/Shifting/shifting_0_864.bmp
368,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3004_Q06.bmp
369,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2883_Q06.bmp
370,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4282_Q12.bmp
371,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2000_Q12.bmp
