,Labels(1=normal and -1=defect)
30,./prototype2_data/SolderBridge/solderBridge_0_6544.bmp,-1
31,./prototype2_data/Normal_Type-2/Normal_Type2_0_9765.bmp,1
32,./prototype2_data/Normal_Type-2/Normal_Type2_0_4869.bmp,1
33,./prototype2_data/Normal_Type-2/Normal_Type2_0_5811.bmp,1
34,./prototype2_data/SolderBridge/solderBridge_0_9851.bmp,-1
35,./prototype2_data/Normal_Type-2/Normal_Type2_0_1019.bmp,1
36,./prototype2_data/SolderBridge/solderBridge_0_3109.bmp,-1
37,./prototype2_data/Normal_Type-2/Normal_Type2_0_3943.bmp,-1
38,./prototype2_data/Normal_Type-2/Normal_Type2_0_8370.bmp,1
39,./prototype2_data/SolderBridge/solderBridge_0_5868.bmp,-1
40,./prototype2_data/SolderBridge/solderBridge_0_6595.bmp,-1
41,./prototype2_data/SolderBridge/solderBridge_0_6537.bmp,-1
42,./prototype2_data/SolderBridge/solderBridge_0_8992.bmp,-1
43,./prototype2_data/SolderBridge/solderBridge_0_4542.bmp,-1
44,./prototype2_data/SolderBridge/solderBridge_0_2051.bmp,-1
45,./prototype2_data/Normal_Type-2/Normal_Type2_0_3575.bmp,1
46,./prototype2_data/Normal_Type-2/Normal_Type2_0_7173.bmp,1
47,./prototype2_data/Normal_Type-2/Normal_Type2_0_5531.bmp,1
48,./prototype2_data/Normal_Type-2/Normal_Type2_0_9287.bmp,-1
49,./prototype2_data/Normal_Type-2/Normal_Type2_0_1012.bmp,1
50,./prototype2_data/SolderBridge/solderBridge_0_2461.bmp,-1
51,./prototype2_data/SolderBridge/solderBridge_0_28.bmp,-1
52,./prototype2_data/Normal_Type-2/Normal_Type2_0_7104.bmp,1
53,./prototype2_data/SolderBridge/solderBridge_0_6603.bmp,-1
54,./prototype2_data/SolderBridge/solderBridge_0_5168.bmp,-1
55,./prototype2_data/Normal_Type-2/Normal_Type2_0_3303.bmp,1
56,./prototype2_data/SolderBridge/solderBridge_0_3974.bmp,-1
57,./prototype2_data/SolderBridge/solderBridge_0_4053.bmp,-1
58,./prototype2_data/Normal_Type-2/Normal_Type2_0_3862.bmp,-1
59,./prototype2_data/SolderBridge/solderBridge_0_9176.bmp,-1
60,./prototype2_data/SolderBridge/solderBridge_0_4967.bmp,-1
61,./prototype2_data/SolderBridge/solderBridge_0_1000.bmp,-1
62,./prototype2_data/SolderBridge/solderBridge_0_6003.bmp,-1
63,./prototype2_data/Normal_Type-2/Normal_Type2_0_7419.bmp,1
64,./prototype2_data/Normal_Type-2/Normal_Type2_0_3593.bmp,1
65,./prototype2_data/Normal_Type-2/Normal_Type2_0_2975.bmp,1
66,./prototype2_data/SolderBridge/solderBridge_0_1628.bmp,-1
67,./prototype2_data/Normal_Type-2/Normal_Type2_0_573.bmp,1
68,./prototype2_data/SolderBridge/solderBridge_0_8963.bmp,-1
69,./prototype2_data/Normal_Type-2/Normal_Type2_0_8260.bmp,1
70,./prototype2_data/SolderBridge/solderBridge_0_8327.bmp,-1
71,./prototype2_data/Normal_Type-2/Normal_Type2_0_5282.bmp,1
72,./prototype2_data/SolderBridge/solderBridge_0_8310.bmp,-1
73,./prototype2_data/SolderBridge/solderBridge_0_8420.bmp,-1
74,./prototype2_data/Normal_Type-2/Normal_Type2_0_1994.bmp,1
75,./prototype2_data/Normal_Type-2/Normal_Type2_0_9277.bmp,1
76,./prototype2_data/SolderBridge/solderBridge_0_2125.bmp,-1
77,./prototype2_data/Normal_Type-2/Normal_Type2_0_4954.bmp,1
78,./prototype2_data/Normal_Type-2/Normal_Type2_0_3319.bmp,1
79,./prototype2_data/Normal_Type-2/Normal_Type2_0_5645.bmp,-1
80,./prototype2_data/SolderBridge/solderBridge_0_2532.bmp,-1
81,./prototype2_data/Normal_Type-2/Normal_Type2_0_7415.bmp,1
82,./prototype2_data/SolderBridge/solderBridge_0_2433.bmp,-1
83,./prototype2_data/Normal_Type-2/Normal_Type2_0_1669.bmp,1
84,./prototype2_data/Normal_Type-2/Normal_Type2_0_6975.bmp,1
85,./prototype2_data/SolderBridge/solderBridge_0_2358.bmp,-1
86,./prototype2_data/Normal_Type-2/Normal_Type2_0_9702.bmp,1
87,./prototype2_data/SolderBridge/solderBridge_0_5393.bmp,-1
88,./prototype2_data/Normal_Type-2/Normal_Type2_0_8061.bmp,1
89,./prototype2_data/SolderBridge/solderBridge_0_2598.bmp,-1
90,./prototype2_data/Normal_Type-2/Normal_Type2_0_2651.bmp,-1
91,./prototype2_data/Normal_Type-2/Normal_Type2_0_7276.bmp,1
92,./prototype2_data/Normal_Type-2/Normal_Type2_0_5953.bmp,1
93,./prototype2_data/SolderBridge/solderBridge_0_5789.bmp,-1
94,./prototype2_data/Normal_Type-2/Normal_Type2_0_7672.bmp,1
95,./prototype2_data/SolderBridge/solderBridge_0_5737.bmp,1
96,./prototype2_data/Normal_Type-2/Normal_Type2_0_8244.bmp,1
97,./prototype2_data/Normal_Type-2/Normal_Type2_0_9886.bmp,1
98,./prototype2_data/Normal_Type-2/Normal_Type2_0_1793.bmp,1
99,./prototype2_data/SolderBridge/solderBridge_0_827.bmp,-1
100,./prototype2_data/SolderBridge/solderBridge_0_3723.bmp,-1
101,./prototype2_data/SolderBridge/solderBridge_0_7838.bmp,-1
102,./prototype2_data/SolderBridge/solderBridge_0_4944.bmp,-1
103,./prototype2_data/Normal_Type-2/Normal_Type2_0_5325.bmp,1
104,./prototype2_data/Normal_Type-2/Normal_Type2_0_7917.bmp,-1
105,./prototype2_data/SolderBridge/solderBridge_0_1008.bmp,-1
106,./prototype2_data/SolderBridge/solderBridge_0_460.bmp,1
107,./prototype2_data/Normal_Type-2/Normal_Type2_0_670.bmp,1
108,./prototype2_data/SolderBridge/solderBridge_0_9877.bmp,-1
109,./prototype2_data/SolderBridge/solderBridge_0_4546.bmp,-1
110,./prototype2_data/SolderBridge/solderBridge_0_2672.bmp,-1
111,./prototype2_data/SolderBridge/solderBridge_0_3641.bmp,-1
112,./prototype2_data/Normal_Type-2/Normal_Type2_0_6625.bmp,1
113,./prototype2_data/SolderBridge/solderBridge_0_1199.bmp,-1
114,./prototype2_data/Normal_Type-2/Normal_Type2_0_9460.bmp,1
115,./prototype2_data/Normal_Type-2/Normal_Type2_0_2831.bmp,1
116,./prototype2_data/Normal_Type-2/Normal_Type2_0_9608.bmp,1
117,./prototype2_data/Normal_Type-2/Normal_Type2_0_797.bmp,1
118,./prototype2_data/Normal_Type-2/Normal_Type2_0_1440.bmp,1
119,./prototype2_data/SolderBridge/solderBridge_0_7708.bmp,-1
120,./prototype2_data/Normal_Type-2/Normal_Type2_0_3767.bmp,1
121,./prototype2_data/SolderBridge/solderBridge_0_9430.bmp,-1
122,./prototype2_data/SolderBridge/solderBridge_0_3846.bmp,-1
123,./prototype2_data/SolderBridge/solderBridge_0_7390.bmp,-1
124,./prototype2_data/SolderBridge/solderBridge_0_9456.bmp,-1
125,./prototype2_data/SolderBridge/solderBridge_0_6357.bmp,-1
126,./prototype2_data/SolderBridge/solderBridge_0_3262.bmp,-1
127,./prototype2_data/SolderBridge/solderBridge_0_2005.bmp,-1
128,./prototype2_data/SolderBridge/solderBridge_0_3252.bmp,-1
129,./prototype2_data/Normal_Type-2/Normal_Type2_0_303.bmp,1
130,./prototype2_data/Normal_Type-2/Normal_Type2_0_9037.bmp,-1
131,./prototype2_data/Normal_Type-2/Normal_Type2_0_4085.bmp,1
132,./prototype2_data/Normal_Type-2/Normal_Type2_0_612.bmp,-1
133,./prototype2_data/SolderBridge/solderBridge_0_7175.bmp,-1
134,./prototype2_data/Normal_Type-2/Normal_Type2_0_1385.bmp,1
135,./prototype2_data/SolderBridge/solderBridge_0_923.bmp,-1
136,./prototype2_data/Normal_Type-2/Normal_Type2_0_3493.bmp,1
137,./prototype2_data/SolderBridge/solderBridge_0_3086.bmp,-1
138,./prototype2_data/SolderBridge/solderBridge_0_200.bmp,-1
139,./prototype2_data/Normal_Type-2/Normal_Type2_0_536.bmp,1
140,./prototype2_data/SolderBridge/solderBridge_0_1317.bmp,-1
141,./prototype2_data/Normal_Type-2/Normal_Type2_0_7694.bmp,1
142,./prototype2_data/Normal_Type-2/Normal_Type2_0_9694.bmp,1
143,./prototype2_data/Normal_Type-2/Normal_Type2_0_8561.bmp,1
144,./prototype2_data/Normal_Type-2/Normal_Type2_0_9626.bmp,1
145,./prototype2_data/Normal_Type-2/Normal_Type2_0_1732.bmp,1
146,./prototype2_data/SolderBridge/solderBridge_0_4084.bmp,-1
147,./prototype2_data/Normal_Type-2/Normal_Type2_0_9502.bmp,1
148,./prototype2_data/Normal_Type-2/Normal_Type2_0_6592.bmp,1
149,./prototype2_data/SolderBridge/solderBridge_0_319.bmp,-1
150,./prototype2_data/SolderBridge/solderBridge_0_578.bmp,-1
151,./prototype2_data/SolderBridge/solderBridge_0_1159.bmp,-1
152,./prototype2_data/SolderBridge/solderBridge_0_7304.bmp,-1
153,./prototype2_data/SolderBridge/solderBridge_0_4473.bmp,-1
154,./prototype2_data/SolderBridge/solderBridge_0_7110.bmp,-1
155,./prototype2_data/SolderBridge/solderBridge_0_8380.bmp,-1
156,./prototype2_data/SolderBridge/solderBridge_0_4850.bmp,-1
157,./prototype2_data/Normal_Type-2/Normal_Type2_0_2619.bmp,-1
158,./prototype2_data/Normal_Type-2/Normal_Type2_0_3762.bmp,1
159,./prototype2_data/SolderBridge/solderBridge_0_7155.bmp,-1
160,./prototype2_data/SolderBridge/solderBridge_0_1459.bmp,-1
161,./prototype2_data/Normal_Type-2/Normal_Type2_0_1592.bmp,1
162,./prototype2_data/Normal_Type-2/Normal_Type2_0_6909.bmp,1
163,./prototype2_data/SolderBridge/solderBridge_0_3474.bmp,-1
164,./prototype2_data/Normal_Type-2/Normal_Type2_0_6414.bmp,1
165,./prototype2_data/Normal_Type-2/Normal_Type2_0_4476.bmp,1
166,./prototype2_data/Normal_Type-2/Normal_Type2_0_7711.bmp,1
167,./prototype2_data/Normal_Type-2/Normal_Type2_0_9756.bmp,1
168,./prototype2_data/Normal_Type-2/Normal_Type2_0_9352.bmp,1
169,./prototype2_data/Normal_Type-2/Normal_Type2_0_9468.bmp,-1
170,./prototype2_data/Normal_Type-2/Normal_Type2_0_1201.bmp,-1
171,./prototype2_data/Normal_Type-2/Normal_Type2_0_1140.bmp,1
172,./prototype2_data/SolderBridge/solderBridge_0_6176.bmp,-1
173,./prototype2_data/Normal_Type-2/Normal_Type2_0_5.bmp,1
174,./prototype2_data/SolderBridge/solderBridge_0_2326.bmp,-1
175,./prototype2_data/Normal_Type-2/Normal_Type2_0_7806.bmp,1
176,./prototype2_data/SolderBridge/solderBridge_0_2743.bmp,-1
177,./prototype2_data/Normal_Type-2/Normal_Type2_0_7997.bmp,1
178,./prototype2_data/Normal_Type-2/Normal_Type2_0_3542.bmp,1
179,./prototype2_data/SolderBridge/solderBridge_0_7388.bmp,-1
180,./prototype2_data/Normal_Type-2/Normal_Type2_0_6010.bmp,1
181,./prototype2_data/SolderBridge/solderBridge_0_492.bmp,-1
182,./prototype2_data/SolderBridge/solderBridge_0_2343.bmp,-1
183,./prototype2_data/SolderBridge/solderBridge_0_8789.bmp,-1
184,./prototype2_data/Normal_Type-2/Normal_Type2_0_9041.bmp,1
185,./prototype2_data/Normal_Type-2/Normal_Type2_0_1622.bmp,1
186,./prototype2_data/SolderBridge/solderBridge_0_1154.bmp,-1
187,./prototype2_data/SolderBridge/solderBridge_0_2576.bmp,-1
188,./prototype2_data/SolderBridge/solderBridge_0_7682.bmp,-1
189,./prototype2_data/SolderBridge/solderBridge_0_2989.bmp,-1
190,./prototype2_data/Normal_Type-2/Normal_Type2_0_9350.bmp,1
191,./prototype2_data/Normal_Type-2/Normal_Type2_0_9848.bmp,1
192,./prototype2_data/SolderBridge/solderBridge_0_3854.bmp,-1
193,./prototype2_data/Normal_Type-2/Normal_Type2_0_5977.bmp,1
194,./prototype2_data/SolderBridge/solderBridge_0_5840.bmp,-1
195,./prototype2_data/SolderBridge/solderBridge_0_4652.bmp,-1
196,./prototype2_data/Normal_Type-2/Normal_Type2_0_6691.bmp,1
197,./prototype2_data/Normal_Type-2/Normal_Type2_0_9298.bmp,1
198,./prototype2_data/SolderBridge/solderBridge_0_1311.bmp,-1
199,./prototype2_data/SolderBridge/solderBridge_0_1206.bmp,-1
200,./prototype2_data/SolderBridge/solderBridge_0_3200.bmp,-1
201,./prototype2_data/SolderBridge/solderBridge_0_5935.bmp,1
202,./prototype2_data/SolderBridge/solderBridge_0_5197.bmp,-1
203,./prototype2_data/SolderBridge/solderBridge_0_8039.bmp,-1
204,./prototype2_data/SolderBridge/solderBridge_0_9065.bmp,-1
205,./prototype2_data/Normal_Type-2/Normal_Type2_0_8240.bmp,1
206,./prototype2_data/SolderBridge/solderBridge_0_7080.bmp,-1
207,./prototype2_data/SolderBridge/solderBridge_0_4795.bmp,1
208,./prototype2_data/SolderBridge/solderBridge_0_3062.bmp,-1
209,./prototype2_data/SolderBridge/solderBridge_0_8847.bmp,-1
210,./prototype2_data/Normal_Type-2/Normal_Type2_0_5566.bmp,1
211,./prototype2_data/Normal_Type-2/Normal_Type2_0_4109.bmp,1
212,./prototype2_data/SolderBridge/solderBridge_0_8784.bmp,-1
213,./prototype2_data/Normal_Type-2/Normal_Type2_0_2018.bmp,1
214,./prototype2_data/Normal_Type-2/Normal_Type2_0_7220.bmp,1
215,./prototype2_data/SolderBridge/solderBridge_0_5542.bmp,-1
216,./prototype2_data/SolderBridge/solderBridge_0_2299.bmp,-1
217,./prototype2_data/SolderBridge/solderBridge_0_7535.bmp,-1
218,./prototype2_data/Normal_Type-2/Normal_Type2_0_1262.bmp,1
219,./prototype2_data/SolderBridge/solderBridge_0_7518.bmp,-1
220,./prototype2_data/SolderBridge/solderBridge_0_3029.bmp,-1
221,./prototype2_data/SolderBridge/solderBridge_0_1477.bmp,-1
222,./prototype2_data/SolderBridge/solderBridge_0_805.bmp,-1
223,./prototype2_data/Normal_Type-2/Normal_Type2_0_9094.bmp,1
224,./prototype2_data/Normal_Type-2/Normal_Type2_0_9777.bmp,-1
225,./prototype2_data/Normal_Type-2/Normal_Type2_0_7520.bmp,1
226,./prototype2_data/Normal_Type-2/Normal_Type2_0_9805.bmp,1
227,./prototype2_data/Normal_Type-2/Normal_Type2_0_7831.bmp,1
228,./prototype2_data/SolderBridge/solderBridge_0_5174.bmp,-1
229,./prototype2_data/SolderBridge/solderBridge_0_3299.bmp,-1
230,./prototype2_data/Normal_Type-2/Normal_Type2_0_879.bmp,1
231,./prototype2_data/Normal_Type-2/Normal_Type2_0_5749.bmp,1
232,./prototype2_data/SolderBridge/solderBridge_0_8747.bmp,-1
233,./prototype2_data/Normal_Type-2/Normal_Type2_0_4570.bmp,-1
234,./prototype2_data/Normal_Type-2/Normal_Type2_0_1182.bmp,1
235,./prototype2_data/Normal_Type-2/Normal_Type2_0_8748.bmp,1
236,./prototype2_data/SolderBridge/solderBridge_0_2710.bmp,-1
237,./prototype2_data/Normal_Type-2/Normal_Type2_0_736.bmp,1
238,./prototype2_data/SolderBridge/solderBridge_0_9166.bmp,-1
239,./prototype2_data/SolderBridge/solderBridge_0_447.bmp,-1
240,./prototype2_data/Normal_Type-2/Normal_Type2_0_2902.bmp,1
241,./prototype2_data/Normal_Type-2/Normal_Type2_0_9574.bmp,1
242,./prototype2_data/SolderBridge/solderBridge_0_1863.bmp,-1
243,./prototype2_data/SolderBridge/solderBridge_0_3953.bmp,-1
244,./prototype2_data/SolderBridge/solderBridge_0_1323.bmp,-1
245,./prototype2_data/SolderBridge/solderBridge_0_9600.bmp,-1
246,./prototype2_data/Normal_Type-2/Normal_Type2_0_2973.bmp,1
247,./prototype2_data/Normal_Type-2/Normal_Type2_0_3802.bmp,1
248,./prototype2_data/SolderBridge/solderBridge_0_4529.bmp,-1
249,./prototype2_data/Normal_Type-2/Normal_Type2_0_9828.bmp,1
250,./prototype2_data/SolderBridge/solderBridge_0_1481.bmp,-1
251,./prototype2_data/SolderBridge/solderBridge_0_6941.bmp,-1
252,./prototype2_data/SolderBridge/solderBridge_0_4130.bmp,-1
253,./prototype2_data/SolderBridge/solderBridge_0_4338.bmp,1
254,./prototype2_data/SolderBridge/solderBridge_0_1981.bmp,1
255,./prototype2_data/Normal_Type-2/Normal_Type2_0_2640.bmp,1
256,./prototype2_data/SolderBridge/solderBridge_0_8408.bmp,-1
257,./prototype2_data/SolderBridge/solderBridge_0_3797.bmp,-1
258,./prototype2_data/Normal_Type-2/Normal_Type2_0_5668.bmp,1
259,./prototype2_data/SolderBridge/solderBridge_0_9755.bmp,-1
260,./prototype2_data/SolderBridge/solderBridge_0_4187.bmp,-1
261,./prototype2_data/SolderBridge/solderBridge_0_4417.bmp,-1
262,./prototype2_data/SolderBridge/solderBridge_0_3164.bmp,-1
263,./prototype2_data/Normal_Type-2/Normal_Type2_0_3284.bmp,1
264,./prototype2_data/SolderBridge/solderBridge_0_5767.bmp,-1
265,./prototype2_data/Normal_Type-2/Normal_Type2_0_1803.bmp,1
266,./prototype2_data/SolderBridge/solderBridge_0_7565.bmp,-1
267,./prototype2_data/Normal_Type-2/Normal_Type2_0_2972.bmp,1
268,./prototype2_data/Normal_Type-2/Normal_Type2_0_2406.bmp,1
269,./prototype2_data/SolderBridge/solderBridge_0_776.bmp,-1
270,./prototype2_data/Normal_Type-2/Normal_Type2_0_3091.bmp,1
271,./prototype2_data/Normal_Type-2/Normal_Type2_0_3297.bmp,1
272,./prototype2_data/Normal_Type-2/Normal_Type2_0_2414.bmp,1
273,./prototype2_data/SolderBridge/solderBridge_0_566.bmp,-1
274,./prototype2_data/SolderBridge/solderBridge_0_2678.bmp,-1
275,./prototype2_data/SolderBridge/solderBridge_0_4288.bmp,-1
276,./prototype2_data/Normal_Type-2/Normal_Type2_0_5715.bmp,1
277,./prototype2_data/SolderBridge/solderBridge_0_1173.bmp,-1
278,./prototype2_data/Normal_Type-2/Normal_Type2_0_9378.bmp,1
279,./prototype2_data/Normal_Type-2/Normal_Type2_0_2672.bmp,1
280,./prototype2_data/Normal_Type-2/Normal_Type2_0_8139.bmp,1
281,./prototype2_data/SolderBridge/solderBridge_0_119.bmp,1
282,./prototype2_data/SolderBridge/solderBridge_0_5262.bmp,-1
283,./prototype2_data/Normal_Type-2/Normal_Type2_0_9753.bmp,-1
284,./prototype2_data/Normal_Type-2/Normal_Type2_0_6752.bmp,1
285,./prototype2_data/SolderBridge/solderBridge_0_5812.bmp,-1
286,./prototype2_data/SolderBridge/solderBridge_0_517.bmp,-1
287,./prototype2_data/Normal_Type-2/Normal_Type2_0_2388.bmp,1
288,./prototype2_data/Normal_Type-2/Normal_Type2_0_6838.bmp,1
289,./prototype2_data/Normal_Type-2/Normal_Type2_0_1981.bmp,1
290,./prototype2_data/Normal_Type-2/Normal_Type2_0_4520.bmp,1
291,./prototype2_data/Normal_Type-2/Normal_Type2_0_440.bmp,1
292,./prototype2_data/SolderBridge/solderBridge_0_8285.bmp,-1
293,./prototype2_data/SolderBridge/solderBridge_0_5478.bmp,-1
294,./prototype2_data/SolderBridge/solderBridge_0_137.bmp,-1
295,./prototype2_data/SolderBridge/solderBridge_0_8674.bmp,-1
296,./prototype2_data/Normal_Type-2/Normal_Type2_0_410.bmp,1
297,./prototype2_data/Normal_Type-2/Normal_Type2_0_9178.bmp,1
298,./prototype2_data/SolderBridge/solderBridge_0_7601.bmp,-1
299,./prototype2_data/SolderBridge/solderBridge_0_2899.bmp,-1
300,./prototype2_data/Normal_Type-2/Normal_Type2_0_3899.bmp,1
301,./prototype2_data/Normal_Type-2/Normal_Type2_0_6665.bmp,1
302,./prototype2_data/Normal_Type-2/Normal_Type2_0_9709.bmp,1
303,./prototype2_data/SolderBridge/solderBridge_0_399.bmp,-1
304,./prototype2_data/Normal_Type-2/Normal_Type2_0_4840.bmp,1
305,./prototype2_data/Normal_Type-2/Normal_Type2_0_4642.bmp,1
306,./prototype2_data/Normal_Type-2/Normal_Type2_0_3558.bmp,1
307,./prototype2_data/SolderBridge/solderBridge_0_3966.bmp,-1
308,./prototype2_data/SolderBridge/solderBridge_0_7897.bmp,-1
309,./prototype2_data/Normal_Type-2/Normal_Type2_0_9285.bmp,1
310,./prototype2_data/SolderBridge/solderBridge_0_989.bmp,-1
311,./prototype2_data/Normal_Type-2/Normal_Type2_0_4789.bmp,1
312,./prototype2_data/SolderBridge/solderBridge_0_7874.bmp,-1
313,./prototype2_data/Normal_Type-2/Normal_Type2_0_6750.bmp,1
314,./prototype2_data/Normal_Type-2/Normal_Type2_0_6071.bmp,1
315,./prototype2_data/SolderBridge/solderBridge_0_1617.bmp,-1
316,./prototype2_data/Normal_Type-2/Normal_Type2_0_6418.bmp,1
317,./prototype2_data/Normal_Type-2/Normal_Type2_0_56.bmp,1
318,./prototype2_data/SolderBridge/solderBridge_0_4252.bmp,-1
319,./prototype2_data/SolderBridge/solderBridge_0_1850.bmp,-1
320,./prototype2_data/Normal_Type-2/Normal_Type2_0_1835.bmp,1
321,./prototype2_data/SolderBridge/solderBridge_0_4802.bmp,-1
322,./prototype2_data/SolderBridge/solderBridge_0_9858.bmp,-1
323,./prototype2_data/Normal_Type-2/Normal_Type2_0_5806.bmp,-1
324,./prototype2_data/SolderBridge/solderBridge_0_2203.bmp,-1
325,./prototype2_data/SolderBridge/solderBridge_0_6638.bmp,-1
326,./prototype2_data/SolderBridge/solderBridge_0_9270.bmp,-1
327,./prototype2_data/Normal_Type-2/Normal_Type2_0_5602.bmp,-1
328,./prototype2_data/Normal_Type-2/Normal_Type2_0_7066.bmp,1
329,./prototype2_data/SolderBridge/solderBridge_0_9375.bmp,-1
330,./prototype2_data/Normal_Type-2/Normal_Type2_0_7089.bmp,1
331,./prototype2_data/Normal_Type-2/Normal_Type2_0_5460.bmp,1
332,./prototype2_data/Normal_Type-2/Normal_Type2_0_2488.bmp,-1
333,./prototype2_data/SolderBridge/solderBridge_0_592.bmp,-1
334,./prototype2_data/SolderBridge/solderBridge_0_2165.bmp,-1
335,./prototype2_data/Normal_Type-2/Normal_Type2_0_1855.bmp,1
336,./prototype2_data/Normal_Type-2/Normal_Type2_0_6451.bmp,1
337,./prototype2_data/SolderBridge/solderBridge_0_8475.bmp,-1
338,./prototype2_data/SolderBridge/solderBridge_0_4746.bmp,-1
339,./prototype2_data/Normal_Type-2/Normal_Type2_0_3951.bmp,1
340,./prototype2_data/SolderBridge/solderBridge_0_193.bmp,-1
341,./prototype2_data/SolderBridge/solderBridge_0_4730.bmp,-1
342,./prototype2_data/Normal_Type-2/Normal_Type2_0_917.bmp,1
343,./prototype2_data/SolderBridge/solderBridge_0_1990.bmp,-1
344,./prototype2_data/Normal_Type-2/Normal_Type2_0_2859.bmp,1
345,./prototype2_data/Normal_Type-2/Normal_Type2_0_5155.bmp,1
346,./prototype2_data/Normal_Type-2/Normal_Type2_0_8833.bmp,1
347,./prototype2_data/Normal_Type-2/Normal_Type2_0_7392.bmp,1
348,./prototype2_data/Normal_Type-2/Normal_Type2_0_8818.bmp,1
349,./prototype2_data/SolderBridge/solderBridge_0_1056.bmp,-1
350,./prototype2_data/SolderBridge/solderBridge_0_579.bmp,-1
351,./prototype2_data/SolderBridge/solderBridge_0_686.bmp,-1
352,./prototype2_data/Normal_Type-2/Normal_Type2_0_9219.bmp,1
353,./prototype2_data/Normal_Type-2/Normal_Type2_0_191.bmp,1
354,./prototype2_data/Normal_Type-2/Normal_Type2_0_3779.bmp,1
355,./prototype2_data/SolderBridge/solderBridge_0_4751.bmp,-1
356,./prototype2_data/SolderBridge/solderBridge_0_1923.bmp,1
357,./prototype2_data/SolderBridge/solderBridge_0_8820.bmp,-1
358,./prototype2_data/SolderBridge/solderBridge_0_2671.bmp,-1
359,./prototype2_data/Normal_Type-2/Normal_Type2_0_5330.bmp,1
360,./prototype2_data/Normal_Type-2/Normal_Type2_0_2.bmp,1
361,./prototype2_data/Normal_Type-2/Normal_Type2_0_2238.bmp,1
362,./prototype2_data/Normal_Type-2/Normal_Type2_0_3854.bmp,1
363,./prototype2_data/Normal_Type-2/Normal_Type2_0_4308.bmp,1
364,./prototype2_data/Normal_Type-2/Normal_Type2_0_2180.bmp,-1
365,./prototype2_data/Normal_Type-2/Normal_Type2_0_3937.bmp,1
366,./prototype2_data/Normal_Type-2/Normal_Type2_0_7752.bmp,1
367,./prototype2_data/SolderBridge/solderBridge_0_5569.bmp,-1
368,./prototype2_data/SolderBridge/solderBridge_0_778.bmp,-1
369,./prototype2_data/SolderBridge/solderBridge_0_9674.bmp,-1
370,./prototype2_data/SolderBridge/solderBridge_0_6285.bmp,-1
371,./prototype2_data/Normal_Type-2/Normal_Type2_0_6310.bmp,1
372,./prototype2_data/SolderBridge/solderBridge_0_7546.bmp,-1
373,./prototype2_data/SolderBridge/solderBridge_0_9283.bmp,-1
374,./prototype2_data/SolderBridge/solderBridge_0_9017.bmp,1
375,./prototype2_data/Normal_Type-2/Normal_Type2_0_6326.bmp,1
376,./prototype2_data/SolderBridge/solderBridge_0_8306.bmp,-1
377,./prototype2_data/SolderBridge/solderBridge_0_9048.bmp,-1
378,./prototype2_data/Normal_Type-2/Normal_Type2_0_9666.bmp,1
379,./prototype2_data/SolderBridge/solderBridge_0_9124.bmp,-1
380,./prototype2_data/Normal_Type-2/Normal_Type2_0_6747.bmp,1
381,./prototype2_data/Normal_Type-2/Normal_Type2_0_1901.bmp,1
382,./prototype2_data/SolderBridge/solderBridge_0_502.bmp,-1
