,ImagePath
57,./prototype2_data/SolderBridge/solderBridge_0_1815.bmp
58,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_030_Q09.bmp
59,./prototype2_data/SolderBridge/solderBridge_0_6514.bmp
60,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3450_Q12.bmp
61,./prototype2_data/SolderBridge/solderBridge_0_5556.bmp
62,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3673_Q03.bmp
63,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1777_Q03.bmp
64,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2847_Q12.bmp
65,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2271_Q12.bmp
66,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3827_Q09.bmp
67,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4356_Q03.bmp
68,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4185_Q06.bmp
69,./prototype2_data/SolderBridge/solderBridge_0_8878.bmp
70,./prototype2_data/SolderBridge/solderBridge_0_6997.bmp
71,./prototype2_data/SolderBridge/solderBridge_0_50.bmp
72,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3650_Q12.bmp
73,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2503_Q03.bmp
74,./prototype2_data/SolderBridge/solderBridge_0_6610.bmp
75,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1470_Q03.bmp
76,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4281_Q12.bmp
77,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1585_Q09.bmp
78,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3379_Q03.bmp
79,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4007_Q09.bmp
80,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3334_Q12.bmp
81,./prototype2_data/SolderBridge/solderBridge_0_6090.bmp
82,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1451_Q12.bmp
83,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2297_Q09.bmp
84,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3391_Q06.bmp
85,./prototype2_data/SolderBridge/solderBridge_0_4545.bmp
86,./prototype2_data/SolderBridge/solderBridge_0_8303.bmp
87,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4282_Q12.bmp
88,./prototype2_data/SolderBridge/solderBridge_0_8963.bmp
89,./prototype2_data/SolderBridge/solderBridge_0_2576.bmp
90,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3724_Q09.bmp
91,./prototype2_data/SolderBridge/solderBridge_0_460.bmp
92,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3713_Q09.bmp
93,./prototype2_data/SolderBridge/solderBridge_0_1056.bmp
94,./prototype2_data/SolderBridge/solderBridge_0_5109.bmp
95,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2487_Q03.bmp
96,./prototype2_data/SolderBridge/solderBridge_0_9215.bmp
97,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3435_Q12.bmp
98,./prototype2_data/SolderBridge/solderBridge_0_4612.bmp
99,./prototype2_data/SolderBridge/solderBridge_0_7224.bmp
100,./prototype2_data/SolderBridge/solderBridge_0_3200.bmp
101,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2042_Q12.bmp
102,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3346_Q12.bmp
103,./prototype2_data/SolderBridge/solderBridge_0_7658.bmp
104,./prototype2_data/SolderBridge/solderBridge_0_6586.bmp
105,./prototype2_data/SolderBridge/solderBridge_0_4019.bmp
106,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4328_Q03.bmp
107,./prototype2_data/SolderBridge/solderBridge_0_5525.bmp
108,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1477_Q03.bmp
109,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4154_Q12.bmp
110,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4104_Q06.bmp
111,./prototype2_data/SolderBridge/solderBridge_0_5526.bmp
112,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3913_Q09.bmp
113,./prototype2_data/SolderBridge/solderBridge_0_9693.bmp
114,./prototype2_data/SolderBridge/solderBridge_0_9872.bmp
115,./prototype2_data/SolderBridge/solderBridge_0_5788.bmp
116,./prototype2_data/SolderBridge/solderBridge_0_9686.bmp
117,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2275_Q12.bmp
118,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1910_Q06.bmp
119,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4324_Q03.bmp
120,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4315_Q03.bmp
121,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1660_Q09.bmp
122,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4361_Q03.bmp
123,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2548_Q12.bmp
124,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3546_Q12.bmp
125,./prototype2_data/SolderBridge/solderBridge_0_1026.bmp
126,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3904_Q06.bmp
127,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2004_Q12.bmp
128,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1534_Q12.bmp
129,./prototype2_data/SolderBridge/solderBridge_0_5897.bmp
130,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3815_Q09.bmp
131,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2628_Q09.bmp
132,./prototype2_data/SolderBridge/solderBridge_0_3111.bmp
133,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3672_Q03.bmp
134,./prototype2_data/SolderBridge/solderBridge_0_7182.bmp
135,./prototype2_data/SolderBridge/solderBridge_0_9165.bmp
136,./prototype2_data/SolderBridge/solderBridge_0_1313.bmp
137,./prototype2_data/SolderBridge/solderBridge_0_7174.bmp
138,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4158_Q03.bmp
139,./prototype2_data/SolderBridge/solderBridge_0_8516.bmp
140,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2684_Q06.bmp
141,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1862_Q09.bmp
142,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2313_Q06.bmp
143,./prototype2_data/SolderBridge/solderBridge_0_9178.bmp
144,./prototype2_data/SolderBridge/solderBridge_0_8731.bmp
145,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1576_Q09.bmp
146,./prototype2_data/SolderBridge/solderBridge_0_4889.bmp
147,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1434_Q12.bmp
148,./prototype2_data/SolderBridge/solderBridge_0_578.bmp
149,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_085_Q03.bmp
150,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3021_Q03.bmp
151,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_081_Q03.bmp
152,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4102_Q06.bmp
153,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2602_Q06.bmp
154,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3923_Q09.bmp
155,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3886_Q06.bmp
156,./prototype2_data/SolderBridge/solderBridge_0_5063.bmp
157,./prototype2_data/SolderBridge/solderBridge_0_4437.bmp
158,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_005_Q12.bmp
159,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3906_Q09.bmp
160,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3519_Q09.bmp
161,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2405_Q06.bmp
162,./prototype2_data/SolderBridge/solderBridge_0_6602.bmp
163,./prototype2_data/SolderBridge/solderBridge_0_9127.bmp
164,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3399_Q06.bmp
165,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3539_Q12.bmp
166,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3838_Q12.bmp
167,./prototype2_data/SolderBridge/solderBridge_0_3923.bmp
168,./prototype2_data/SolderBridge/solderBridge_0_95.bmp
169,./prototype2_data/SolderBridge/solderBridge_0_1917.bmp
170,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2151_Q09.bmp
171,./prototype2_data/SolderBridge/solderBridge_0_724.bmp
172,./prototype2_data/SolderBridge/solderBridge_0_4916.bmp
173,./prototype2_data/SolderBridge/solderBridge_0_7331.bmp
174,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1844_Q09.bmp
175,./prototype2_data/SolderBridge/solderBridge_0_6434.bmp
176,./prototype2_data/SolderBridge/solderBridge_0_4531.bmp
177,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2790_Q06.bmp
178,./prototype2_data/SolderBridge/solderBridge_0_7682.bmp
179,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2923_Q03.bmp
180,./prototype2_data/SolderBridge/solderBridge_0_2829.bmp
181,./prototype2_data/SolderBridge/solderBridge_0_9484.bmp
182,./prototype2_data/SolderBridge/solderBridge_0_5865.bmp
183,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4126_Q09.bmp
184,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2754_Q12.bmp
185,./prototype2_data/SolderBridge/solderBridge_0_799.bmp
186,./prototype2_data/SolderBridge/solderBridge_0_5263.bmp
187,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4290_Q12.bmp
188,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2844_Q12.bmp
189,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3765_Q03.bmp
190,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4124_Q09.bmp
191,./prototype2_data/SolderBridge/solderBridge_0_1248.bmp
192,./prototype2_data/SolderBridge/solderBridge_0_1136.bmp
193,./prototype2_data/SolderBridge/solderBridge_0_9390.bmp
194,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_012_Q12.bmp
195,./prototype2_data/SolderBridge/solderBridge_0_867.bmp
196,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2087_Q06.bmp
197,./prototype2_data/SolderBridge/solderBridge_0_2196.bmp
198,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2982_Q06.bmp
199,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2922_Q03.bmp
200,./prototype2_data/SolderBridge/solderBridge_0_9871.bmp
201,./prototype2_data/SolderBridge/solderBridge_0_1173.bmp
202,./prototype2_data/SolderBridge/solderBridge_0_5592.bmp
203,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2196_Q09.bmp
204,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2090_Q06.bmp
205,./prototype2_data/SolderBridge/solderBridge_0_781.bmp
206,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2616_Q09.bmp
207,./prototype2_data/SolderBridge/solderBridge_0_6009.bmp
208,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2005_Q12.bmp
209,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2344_Q12.bmp
210,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2533_Q12.bmp
211,./prototype2_data/SolderBridge/solderBridge_0_4248.bmp
212,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2315_Q06.bmp
213,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3789_Q06.bmp
214,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4160_Q03.bmp
215,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2508_Q06.bmp
216,./prototype2_data/SolderBridge/solderBridge_0_2362.bmp
217,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2385_Q06.bmp
218,./prototype2_data/SolderBridge/solderBridge_0_4789.bmp
219,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2877_Q09.bmp
220,./prototype2_data/SolderBridge/solderBridge_0_6182.bmp
221,./prototype2_data/SolderBridge/solderBridge_0_5470.bmp
222,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3950_Q12.bmp
223,./prototype2_data/SolderBridge/solderBridge_0_2004.bmp
224,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3997_Q06.bmp
225,./prototype2_data/SolderBridge/solderBridge_0_4706.bmp
226,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1661_Q09.bmp
227,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3920_Q09.bmp
228,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2585_Q06.bmp
229,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2709_Q03.bmp
230,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3990_Q06.bmp
231,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2222_Q06.bmp
232,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1798_Q06.bmp
233,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3445_Q12.bmp
234,./prototype2_data/SolderBridge/solderBridge_0_80.bmp
235,./prototype2_data/SolderBridge/solderBridge_0_148.bmp
236,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1521_Q09.bmp
237,./prototype2_data/SolderBridge/solderBridge_0_3797.bmp
238,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4015_Q09.bmp
239,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2751_Q12.bmp
240,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4078_Q03.bmp
241,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4391_Q06.bmp
242,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3968_Q03.bmp
243,./prototype2_data/SolderBridge/solderBridge_0_7291.bmp
244,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4003_Q06.bmp
245,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1754_Q12.bmp
246,./prototype2_data/SolderBridge/solderBridge_0_4040.bmp
247,./prototype2_data/SolderBridge/solderBridge_0_5242.bmp
248,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3971_Q03.bmp
249,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3649_Q12.bmp
250,./prototype2_data/SolderBridge/solderBridge_0_6223.bmp
251,./prototype2_data/SolderBridge/solderBridge_0_5128.bmp
252,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4335_Q12.bmp
253,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2665_Q09.bmp
254,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3363_Q03.bmp
255,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2263_Q12.bmp
256,./prototype2_data/SolderBridge/solderBridge_0_2730.bmp
257,./prototype2_data/SolderBridge/solderBridge_0_1652.bmp
258,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2299_Q03.bmp
259,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2643_Q12.bmp
260,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1515_Q09.bmp
261,./prototype2_data/SolderBridge/solderBridge_0_4653.bmp
262,./prototype2_data/SolderBridge/solderBridge_0_2364.bmp
263,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3565_Q03.bmp
264,./prototype2_data/SolderBridge/solderBridge_0_47.bmp
265,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3959_Q03.bmp
266,./prototype2_data/SolderBridge/solderBridge_0_827.bmp
267,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_003_Q12.bmp
268,./prototype2_data/SolderBridge/solderBridge_0_1585.bmp
269,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1580_Q09.bmp
270,./prototype2_data/SolderBridge/solderBridge_0_1102.bmp
271,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3477_Q03.bmp
272,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4097_Q06.bmp
273,./prototype2_data/SolderBridge/solderBridge_0_3207.bmp
274,./prototype2_data/SolderBridge/solderBridge_0_104.bmp
275,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3766_Q03.bmp
276,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1435_Q12.bmp
277,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2784_Q06.bmp
278,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3735_Q12.bmp
279,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2570_Q03.bmp
280,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4121_Q09.bmp
281,./prototype2_data/SolderBridge/solderBridge_0_7424.bmp
282,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2906_Q03.bmp
283,./prototype2_data/SolderBridge/solderBridge_0_1939.bmp
284,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2497_Q03.bmp
285,./prototype2_data/SolderBridge/solderBridge_0_8197.bmp
286,./prototype2_data/SolderBridge/solderBridge_0_3529.bmp
287,./prototype2_data/SolderBridge/solderBridge_0_5734.bmp
288,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3820_Q09.bmp
289,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2867_Q09.bmp
290,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2803_Q06.bmp
291,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2672_Q09.bmp
292,./prototype2_data/SolderBridge/solderBridge_0_215.bmp
293,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3340_Q12.bmp
294,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_015_Q12.bmp
295,./prototype2_data/SolderBridge/solderBridge_0_3857.bmp
296,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2082_Q06.bmp
297,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2833_Q12.bmp
298,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3953_Q12.bmp
299,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2441_Q03.bmp
300,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3026_Q03.bmp
301,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3865_Q03.bmp
302,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1654_Q12.bmp
303,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4277_Q06.bmp
304,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2546_Q12.bmp
305,./prototype2_data/SolderBridge/solderBridge_0_442.bmp
306,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2440_Q09.bmp
307,./prototype2_data/SolderBridge/solderBridge_0_5678.bmp
308,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2189_Q12.bmp
309,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4217_Q09.bmp
310,./prototype2_data/SolderBridge/solderBridge_0_3795.bmp
311,./prototype2_data/SolderBridge/solderBridge_0_3044.bmp
312,./prototype2_data/SolderBridge/solderBridge_0_8906.bmp
313,./prototype2_data/SolderBridge/solderBridge_0_2824.bmp
314,./prototype2_data/SolderBridge/solderBridge_0_6037.bmp
315,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4023_Q09.bmp
316,./prototype2_data/SolderBridge/solderBridge_0_5787.bmp
317,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2421_Q09.bmp
318,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3704_Q06.bmp
319,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3866_Q03.bmp
320,./prototype2_data/SolderBridge/solderBridge_0_4809.bmp
321,./prototype2_data/SolderBridge/solderBridge_0_286.bmp
322,./prototype2_data/SolderBridge/solderBridge_0_34.bmp
323,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2705_Q06.bmp
324,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_074_Q03.bmp
325,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4200_Q06.bmp
326,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3343_Q12.bmp
327,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4204_Q09.bmp
328,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3896_Q06.bmp
329,./prototype2_data/SolderBridge/solderBridge_0_407.bmp
330,./prototype2_data/SolderBridge/solderBridge_0_8955.bmp
331,./prototype2_data/SolderBridge/solderBridge_0_4751.bmp
332,./prototype2_data/SolderBridge/solderBridge_0_5273.bmp
333,./prototype2_data/SolderBridge/solderBridge_0_1195.bmp
334,./prototype2_data/SolderBridge/solderBridge_0_2433.bmp
335,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1615_Q03.bmp
336,./prototype2_data/SolderBridge/solderBridge_0_6840.bmp
337,./prototype2_data/SolderBridge/solderBridge_0_2667.bmp
338,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4235_Q09.bmp
339,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1762_Q03.bmp
340,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2692_Q06.bmp
341,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3625_Q09.bmp
342,./prototype2_data/SolderBridge/solderBridge_0_7794.bmp
343,./prototype2_data/SolderBridge/solderBridge_0_525.bmp
344,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2257_Q12.bmp
345,./prototype2_data/SolderBridge/solderBridge_0_4529.bmp
346,./prototype2_data/SolderBridge/solderBridge_0_7422.bmp
347,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3668_Q03.bmp
348,./prototype2_data/SolderBridge/solderBridge_0_1201.bmp
349,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3364_Q03.bmp
350,./prototype2_data/SolderBridge/solderBridge_0_406.bmp
351,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4348_Q12.bmp
352,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3787_Q06.bmp
353,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1465_Q03.bmp
354,./prototype2_data/SolderBridge/solderBridge_0_9370.bmp
355,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2105_Q06.bmp
356,./prototype2_data/SolderBridge/solderBridge_0_9026.bmp
357,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4212_Q09.bmp
358,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3853_Q12.bmp
359,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1738_Q12.bmp
360,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1952_Q06.bmp
361,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2058_Q03.bmp
