,Labels(1=normal and -1=defect)
58,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_030_Q09.bmp,1
59,./prototype2_data/SolderBridge/solderBridge_0_6514.bmp,-1
60,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3450_Q12.bmp,1
61,./prototype2_data/SolderBridge/solderBridge_0_5556.bmp,-1
62,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3673_Q03.bmp,1
63,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1777_Q03.bmp,1
64,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2847_Q12.bmp,-1
65,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2271_Q12.bmp,1
66,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3827_Q09.bmp,1
67,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4356_Q03.bmp,-1
68,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4185_Q06.bmp,1
69,./prototype2_data/SolderBridge/solderBridge_0_8878.bmp,-1
70,./prototype2_data/SolderBridge/solderBridge_0_6997.bmp,-1
71,./prototype2_data/SolderBridge/solderBridge_0_50.bmp,-1
72,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3650_Q12.bmp,1
73,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2503_Q03.bmp,1
74,./prototype2_data/SolderBridge/solderBridge_0_6610.bmp,-1
75,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1470_Q03.bmp,1
76,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4281_Q12.bmp,1
77,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1585_Q09.bmp,1
78,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3379_Q03.bmp,1
79,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4007_Q09.bmp,1
80,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3334_Q12.bmp,1
81,./prototype2_data/SolderBridge/solderBridge_0_6090.bmp,-1
82,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1451_Q12.bmp,1
83,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2297_Q09.bmp,1
84,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3391_Q06.bmp,1
85,./prototype2_data/SolderBridge/solderBridge_0_4545.bmp,-1
86,./prototype2_data/SolderBridge/solderBridge_0_8303.bmp,-1
87,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4282_Q12.bmp,-1
88,./prototype2_data/SolderBridge/solderBridge_0_8963.bmp,-1
89,./prototype2_data/SolderBridge/solderBridge_0_2576.bmp,-1
90,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3724_Q09.bmp,1
91,./prototype2_data/SolderBridge/solderBridge_0_460.bmp,1
92,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3713_Q09.bmp,1
93,./prototype2_data/SolderBridge/solderBridge_0_1056.bmp,-1
94,./prototype2_data/SolderBridge/solderBridge_0_5109.bmp,1
95,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2487_Q03.bmp,1
96,./prototype2_data/SolderBridge/solderBridge_0_9215.bmp,-1
97,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3435_Q12.bmp,1
98,./prototype2_data/SolderBridge/solderBridge_0_4612.bmp,-1
99,./prototype2_data/SolderBridge/solderBridge_0_7224.bmp,-1
100,./prototype2_data/SolderBridge/solderBridge_0_3200.bmp,-1
101,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2042_Q12.bmp,1
102,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3346_Q12.bmp,1
103,./prototype2_data/SolderBridge/solderBridge_0_7658.bmp,-1
104,./prototype2_data/SolderBridge/solderBridge_0_6586.bmp,-1
105,./prototype2_data/SolderBridge/solderBridge_0_4019.bmp,1
106,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4328_Q03.bmp,1
107,./prototype2_data/SolderBridge/solderBridge_0_5525.bmp,-1
108,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1477_Q03.bmp,1
109,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4154_Q12.bmp,1
110,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4104_Q06.bmp,1
111,./prototype2_data/SolderBridge/solderBridge_0_5526.bmp,-1
112,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3913_Q09.bmp,1
113,./prototype2_data/SolderBridge/solderBridge_0_9693.bmp,-1
114,./prototype2_data/SolderBridge/solderBridge_0_9872.bmp,-1
115,./prototype2_data/SolderBridge/solderBridge_0_5788.bmp,-1
116,./prototype2_data/SolderBridge/solderBridge_0_9686.bmp,1
117,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2275_Q12.bmp,1
118,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1910_Q06.bmp,1
119,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4324_Q03.bmp,1
120,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4315_Q03.bmp,1
121,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1660_Q09.bmp,1
122,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4361_Q03.bmp,1
123,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2548_Q12.bmp,1
124,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3546_Q12.bmp,1
125,./prototype2_data/SolderBridge/solderBridge_0_1026.bmp,-1
126,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3904_Q06.bmp,1
127,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2004_Q12.bmp,1
128,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1534_Q12.bmp,1
129,./prototype2_data/SolderBridge/solderBridge_0_5897.bmp,-1
130,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3815_Q09.bmp,1
131,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2628_Q09.bmp,1
132,./prototype2_data/SolderBridge/solderBridge_0_3111.bmp,1
133,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3672_Q03.bmp,-1
134,./prototype2_data/SolderBridge/solderBridge_0_7182.bmp,-1
135,./prototype2_data/SolderBridge/solderBridge_0_9165.bmp,-1
136,./prototype2_data/SolderBridge/solderBridge_0_1313.bmp,-1
137,./prototype2_data/SolderBridge/solderBridge_0_7174.bmp,-1
138,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4158_Q03.bmp,1
139,./prototype2_data/SolderBridge/solderBridge_0_8516.bmp,-1
140,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2684_Q06.bmp,1
141,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1862_Q09.bmp,1
142,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2313_Q06.bmp,1
143,./prototype2_data/SolderBridge/solderBridge_0_9178.bmp,-1
144,./prototype2_data/SolderBridge/solderBridge_0_8731.bmp,-1
145,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1576_Q09.bmp,1
146,./prototype2_data/SolderBridge/solderBridge_0_4889.bmp,-1
147,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1434_Q12.bmp,1
148,./prototype2_data/SolderBridge/solderBridge_0_578.bmp,-1
149,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_085_Q03.bmp,1
150,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3021_Q03.bmp,1
151,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_081_Q03.bmp,1
152,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4102_Q06.bmp,1
153,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2602_Q06.bmp,1
154,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3923_Q09.bmp,1
155,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3886_Q06.bmp,1
156,./prototype2_data/SolderBridge/solderBridge_0_5063.bmp,-1
157,./prototype2_data/SolderBridge/solderBridge_0_4437.bmp,-1
158,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_005_Q12.bmp,1
159,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3906_Q09.bmp,1
160,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3519_Q09.bmp,1
161,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2405_Q06.bmp,1
162,./prototype2_data/SolderBridge/solderBridge_0_6602.bmp,-1
163,./prototype2_data/SolderBridge/solderBridge_0_9127.bmp,-1
164,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3399_Q06.bmp,1
165,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3539_Q12.bmp,1
166,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3838_Q12.bmp,1
167,./prototype2_data/SolderBridge/solderBridge_0_3923.bmp,-1
168,./prototype2_data/SolderBridge/solderBridge_0_95.bmp,-1
169,./prototype2_data/SolderBridge/solderBridge_0_1917.bmp,-1
170,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2151_Q09.bmp,-1
171,./prototype2_data/SolderBridge/solderBridge_0_724.bmp,-1
172,./prototype2_data/SolderBridge/solderBridge_0_4916.bmp,-1
173,./prototype2_data/SolderBridge/solderBridge_0_7331.bmp,-1
174,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1844_Q09.bmp,1
175,./prototype2_data/SolderBridge/solderBridge_0_6434.bmp,-1
176,./prototype2_data/SolderBridge/solderBridge_0_4531.bmp,-1
177,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2790_Q06.bmp,1
178,./prototype2_data/SolderBridge/solderBridge_0_7682.bmp,-1
179,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2923_Q03.bmp,1
180,./prototype2_data/SolderBridge/solderBridge_0_2829.bmp,-1
181,./prototype2_data/SolderBridge/solderBridge_0_9484.bmp,-1
182,./prototype2_data/SolderBridge/solderBridge_0_5865.bmp,-1
183,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4126_Q09.bmp,1
184,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2754_Q12.bmp,-1
185,./prototype2_data/SolderBridge/solderBridge_0_799.bmp,-1
186,./prototype2_data/SolderBridge/solderBridge_0_5263.bmp,-1
187,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4290_Q12.bmp,1
188,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2844_Q12.bmp,1
189,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3765_Q03.bmp,1
190,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4124_Q09.bmp,1
191,./prototype2_data/SolderBridge/solderBridge_0_1248.bmp,-1
192,./prototype2_data/SolderBridge/solderBridge_0_1136.bmp,1
193,./prototype2_data/SolderBridge/solderBridge_0_9390.bmp,-1
194,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_012_Q12.bmp,1
195,./prototype2_data/SolderBridge/solderBridge_0_867.bmp,1
196,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2087_Q06.bmp,1
197,./prototype2_data/SolderBridge/solderBridge_0_2196.bmp,-1
198,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2982_Q06.bmp,1
199,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2922_Q03.bmp,1
200,./prototype2_data/SolderBridge/solderBridge_0_9871.bmp,-1
201,./prototype2_data/SolderBridge/solderBridge_0_1173.bmp,-1
202,./prototype2_data/SolderBridge/solderBridge_0_5592.bmp,-1
203,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2196_Q09.bmp,1
204,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2090_Q06.bmp,1
205,./prototype2_data/SolderBridge/solderBridge_0_781.bmp,-1
206,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2616_Q09.bmp,1
207,./prototype2_data/SolderBridge/solderBridge_0_6009.bmp,-1
208,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2005_Q12.bmp,1
209,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2344_Q12.bmp,1
210,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2533_Q12.bmp,1
211,./prototype2_data/SolderBridge/solderBridge_0_4248.bmp,-1
212,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2315_Q06.bmp,1
213,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3789_Q06.bmp,1
214,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4160_Q03.bmp,1
215,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2508_Q06.bmp,1
216,./prototype2_data/SolderBridge/solderBridge_0_2362.bmp,-1
217,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2385_Q06.bmp,-1
218,./prototype2_data/SolderBridge/solderBridge_0_4789.bmp,-1
219,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2877_Q09.bmp,1
220,./prototype2_data/SolderBridge/solderBridge_0_6182.bmp,-1
221,./prototype2_data/SolderBridge/solderBridge_0_5470.bmp,-1
222,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3950_Q12.bmp,1
223,./prototype2_data/SolderBridge/solderBridge_0_2004.bmp,-1
224,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3997_Q06.bmp,1
225,./prototype2_data/SolderBridge/solderBridge_0_4706.bmp,-1
226,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1661_Q09.bmp,1
227,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3920_Q09.bmp,1
228,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2585_Q06.bmp,1
229,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2709_Q03.bmp,1
230,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3990_Q06.bmp,1
231,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2222_Q06.bmp,1
232,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1798_Q06.bmp,1
233,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3445_Q12.bmp,1
234,./prototype2_data/SolderBridge/solderBridge_0_80.bmp,-1
235,./prototype2_data/SolderBridge/solderBridge_0_148.bmp,-1
236,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1521_Q09.bmp,1
237,./prototype2_data/SolderBridge/solderBridge_0_3797.bmp,-1
238,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4015_Q09.bmp,1
239,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2751_Q12.bmp,1
240,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4078_Q03.bmp,1
241,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4391_Q06.bmp,1
242,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3968_Q03.bmp,1
243,./prototype2_data/SolderBridge/solderBridge_0_7291.bmp,-1
244,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4003_Q06.bmp,1
245,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1754_Q12.bmp,1
246,./prototype2_data/SolderBridge/solderBridge_0_4040.bmp,1
247,./prototype2_data/SolderBridge/solderBridge_0_5242.bmp,-1
248,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3971_Q03.bmp,1
249,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3649_Q12.bmp,1
250,./prototype2_data/SolderBridge/solderBridge_0_6223.bmp,-1
251,./prototype2_data/SolderBridge/solderBridge_0_5128.bmp,-1
252,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4335_Q12.bmp,1
253,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2665_Q09.bmp,1
254,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3363_Q03.bmp,1
255,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2263_Q12.bmp,1
256,./prototype2_data/SolderBridge/solderBridge_0_2730.bmp,1
257,./prototype2_data/SolderBridge/solderBridge_0_1652.bmp,-1
258,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2299_Q03.bmp,1
259,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2643_Q12.bmp,1
260,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1515_Q09.bmp,1
261,./prototype2_data/SolderBridge/solderBridge_0_4653.bmp,-1
262,./prototype2_data/SolderBridge/solderBridge_0_2364.bmp,-1
263,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3565_Q03.bmp,1
264,./prototype2_data/SolderBridge/solderBridge_0_47.bmp,-1
265,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3959_Q03.bmp,1
266,./prototype2_data/SolderBridge/solderBridge_0_827.bmp,-1
267,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_003_Q12.bmp,1
268,./prototype2_data/SolderBridge/solderBridge_0_1585.bmp,-1
269,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1580_Q09.bmp,1
270,./prototype2_data/SolderBridge/solderBridge_0_1102.bmp,-1
271,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3477_Q03.bmp,1
272,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4097_Q06.bmp,1
273,./prototype2_data/SolderBridge/solderBridge_0_3207.bmp,-1
274,./prototype2_data/SolderBridge/solderBridge_0_104.bmp,-1
275,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3766_Q03.bmp,1
276,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1435_Q12.bmp,1
277,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2784_Q06.bmp,1
278,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3735_Q12.bmp,1
279,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2570_Q03.bmp,1
280,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4121_Q09.bmp,1
281,./prototype2_data/SolderBridge/solderBridge_0_7424.bmp,-1
282,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2906_Q03.bmp,1
283,./prototype2_data/SolderBridge/solderBridge_0_1939.bmp,1
284,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2497_Q03.bmp,1
285,./prototype2_data/SolderBridge/solderBridge_0_8197.bmp,-1
286,./prototype2_data/SolderBridge/solderBridge_0_3529.bmp,-1
287,./prototype2_data/SolderBridge/solderBridge_0_5734.bmp,-1
288,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3820_Q09.bmp,1
289,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2867_Q09.bmp,1
290,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2803_Q06.bmp,1
291,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2672_Q09.bmp,1
292,./prototype2_data/SolderBridge/solderBridge_0_215.bmp,-1
293,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3340_Q12.bmp,1
294,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_015_Q12.bmp,1
295,./prototype2_data/SolderBridge/solderBridge_0_3857.bmp,-1
296,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2082_Q06.bmp,1
297,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2833_Q12.bmp,1
298,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3953_Q12.bmp,1
299,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2441_Q03.bmp,1
300,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3026_Q03.bmp,1
301,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3865_Q03.bmp,1
302,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1654_Q12.bmp,1
303,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4277_Q06.bmp,-1
304,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2546_Q12.bmp,1
305,./prototype2_data/SolderBridge/solderBridge_0_442.bmp,-1
306,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2440_Q09.bmp,1
307,./prototype2_data/SolderBridge/solderBridge_0_5678.bmp,-1
308,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2189_Q12.bmp,1
309,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4217_Q09.bmp,1
310,./prototype2_data/SolderBridge/solderBridge_0_3795.bmp,-1
311,./prototype2_data/SolderBridge/solderBridge_0_3044.bmp,-1
312,./prototype2_data/SolderBridge/solderBridge_0_8906.bmp,-1
313,./prototype2_data/SolderBridge/solderBridge_0_2824.bmp,-1
314,./prototype2_data/SolderBridge/solderBridge_0_6037.bmp,-1
315,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4023_Q09.bmp,1
316,./prototype2_data/SolderBridge/solderBridge_0_5787.bmp,-1
317,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2421_Q09.bmp,1
318,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3704_Q06.bmp,1
319,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3866_Q03.bmp,-1
320,./prototype2_data/SolderBridge/solderBridge_0_4809.bmp,-1
321,./prototype2_data/SolderBridge/solderBridge_0_286.bmp,-1
322,./prototype2_data/SolderBridge/solderBridge_0_34.bmp,-1
323,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2705_Q06.bmp,1
324,./prototype2_data/Normal_Type-1/Normal_Foreign_Part_074_Q03.bmp,1
325,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4200_Q06.bmp,1
326,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3343_Q12.bmp,1
327,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4204_Q09.bmp,1
328,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_3896_Q06.bmp,1
329,./prototype2_data/SolderBridge/solderBridge_0_407.bmp,-1
330,./prototype2_data/SolderBridge/solderBridge_0_8955.bmp,1
331,./prototype2_data/SolderBridge/solderBridge_0_4751.bmp,-1
332,./prototype2_data/SolderBridge/solderBridge_0_5273.bmp,-1
333,./prototype2_data/SolderBridge/solderBridge_0_1195.bmp,-1
334,./prototype2_data/SolderBridge/solderBridge_0_2433.bmp,-1
335,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1615_Q03.bmp,1
336,./prototype2_data/SolderBridge/solderBridge_0_6840.bmp,-1
337,./prototype2_data/SolderBridge/solderBridge_0_2667.bmp,-1
338,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_4235_Q09.bmp,1
339,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_1762_Q03.bmp,1
340,./prototype2_data/Normal_Type-1/Normal_Solder_Insufficient_2692_Q06.bmp,1
