,Labels(1=normal and -1=defect)
28,./prototype2_data/Shifting/shifting_0_8104.bmp,-1
29,./prototype2_data/Normal_Type-2/Normal_Type2_0_9696.bmp,1
30,./prototype2_data/Shifting/shifting_0_9468.bmp,-1
31,./prototype2_data/Normal_Type-2/Normal_Type2_0_3216.bmp,1
32,./prototype2_data/Normal_Type-2/Normal_Type2_0_5201.bmp,-1
33,./prototype2_data/Normal_Type-2/Normal_Type2_0_5663.bmp,-1
34,./prototype2_data/Normal_Type-2/Normal_Type2_0_7560.bmp,1
35,./prototype2_data/Shifting/shifting_0_8760.bmp,-1
36,./prototype2_data/Normal_Type-2/Normal_Type2_0_5088.bmp,1
37,./prototype2_data/Normal_Type-2/Normal_Type2_0_2172.bmp,1
38,./prototype2_data/Normal_Type-2/Normal_Type2_0_9821.bmp,1
39,./prototype2_data/Shifting/shifting_0_2060.bmp,-1
40,./prototype2_data/Shifting/shifting_0_1904.bmp,-1
41,./prototype2_data/Normal_Type-2/Normal_Type2_0_3352.bmp,1
42,./prototype2_data/Shifting/shifting_0_9055.bmp,-1
43,./prototype2_data/Shifting/shifting_0_3688.bmp,-1
44,./prototype2_data/Normal_Type-2/Normal_Type2_0_1837.bmp,1
45,./prototype2_data/Shifting/shifting_0_1913.bmp,-1
46,./prototype2_data/Normal_Type-2/Normal_Type2_0_7923.bmp,-1
47,./prototype2_data/Shifting/shifting_0_5628.bmp,-1
48,./prototype2_data/Normal_Type-2/Normal_Type2_0_5481.bmp,1
49,./prototype2_data/Shifting/shifting_0_9372.bmp,-1
50,./prototype2_data/Normal_Type-2/Normal_Type2_0_2595.bmp,1
51,./prototype2_data/Normal_Type-2/Normal_Type2_0_8894.bmp,1
52,./prototype2_data/Normal_Type-2/Normal_Type2_0_917.bmp,1
53,./prototype2_data/Shifting/shifting_0_3189.bmp,-1
54,./prototype2_data/Normal_Type-2/Normal_Type2_0_6103.bmp,1
55,./prototype2_data/Shifting/shifting_0_9437.bmp,1
56,./prototype2_data/Shifting/shifting_0_1750.bmp,-1
57,./prototype2_data/Normal_Type-2/Normal_Type2_0_8917.bmp,-1
58,./prototype2_data/Shifting/shifting_0_5058.bmp,-1
59,./prototype2_data/Shifting/shifting_0_4716.bmp,1
60,./prototype2_data/Normal_Type-2/Normal_Type2_0_5023.bmp,-1
61,./prototype2_data/Shifting/shifting_0_8022.bmp,-1
62,./prototype2_data/Shifting/shifting_0_2653.bmp,1
63,./prototype2_data/Normal_Type-2/Normal_Type2_0_1188.bmp,1
64,./prototype2_data/Normal_Type-2/Normal_Type2_0_4413.bmp,-1
65,./prototype2_data/Normal_Type-2/Normal_Type2_0_1140.bmp,1
66,./prototype2_data/Normal_Type-2/Normal_Type2_0_6387.bmp,1
67,./prototype2_data/Normal_Type-2/Normal_Type2_0_7452.bmp,-1
68,./prototype2_data/Normal_Type-2/Normal_Type2_0_9468.bmp,1
69,./prototype2_data/Shifting/shifting_0_2684.bmp,1
70,./prototype2_data/Shifting/shifting_0_7583.bmp,-1
71,./prototype2_data/Normal_Type-2/Normal_Type2_0_4812.bmp,1
72,./prototype2_data/Normal_Type-2/Normal_Type2_0_4406.bmp,1
73,./prototype2_data/Normal_Type-2/Normal_Type2_0_7122.bmp,-1
74,./prototype2_data/Shifting/shifting_0_7426.bmp,-1
75,./prototype2_data/Shifting/shifting_0_5899.bmp,-1
76,./prototype2_data/Normal_Type-2/Normal_Type2_0_7435.bmp,1
77,./prototype2_data/Normal_Type-2/Normal_Type2_0_7238.bmp,1
78,./prototype2_data/Normal_Type-2/Normal_Type2_0_3951.bmp,1
79,./prototype2_data/Normal_Type-2/Normal_Type2_0_4969.bmp,1
80,./prototype2_data/Shifting/shifting_0_9901.bmp,-1
81,./prototype2_data/Normal_Type-2/Normal_Type2_0_2832.bmp,1
82,./prototype2_data/Shifting/shifting_0_720.bmp,1
83,./prototype2_data/Normal_Type-2/Normal_Type2_0_8007.bmp,1
84,./prototype2_data/Normal_Type-2/Normal_Type2_0_335.bmp,1
85,./prototype2_data/Normal_Type-2/Normal_Type2_0_358.bmp,-1
86,./prototype2_data/Shifting/shifting_0_1479.bmp,1
87,./prototype2_data/Normal_Type-2/Normal_Type2_0_5325.bmp,-1
88,./prototype2_data/Normal_Type-2/Normal_Type2_0_9129.bmp,-1
89,./prototype2_data/Normal_Type-2/Normal_Type2_0_8158.bmp,1
90,./prototype2_data/Normal_Type-2/Normal_Type2_0_7416.bmp,1
91,./prototype2_data/Normal_Type-2/Normal_Type2_0_5963.bmp,-1
92,./prototype2_data/Normal_Type-2/Normal_Type2_0_4447.bmp,1
93,./prototype2_data/Normal_Type-2/Normal_Type2_0_4561.bmp,1
94,./prototype2_data/Shifting/shifting_0_1516.bmp,1
95,./prototype2_data/Normal_Type-2/Normal_Type2_0_1163.bmp,1
96,./prototype2_data/Normal_Type-2/Normal_Type2_0_1652.bmp,-1
97,./prototype2_data/Normal_Type-2/Normal_Type2_0_1015.bmp,1
98,./prototype2_data/Shifting/shifting_0_7884.bmp,-1
99,./prototype2_data/Shifting/shifting_0_355.bmp,-1
100,./prototype2_data/Shifting/shifting_0_8246.bmp,-1
101,./prototype2_data/Shifting/shifting_0_3057.bmp,1
102,./prototype2_data/Normal_Type-2/Normal_Type2_0_8468.bmp,1
103,./prototype2_data/Normal_Type-2/Normal_Type2_0_3107.bmp,-1
104,./prototype2_data/Normal_Type-2/Normal_Type2_0_7714.bmp,1
105,./prototype2_data/Shifting/shifting_0_2200.bmp,1
106,./prototype2_data/Shifting/shifting_0_4016.bmp,-1
107,./prototype2_data/Shifting/shifting_0_1099.bmp,-1
108,./prototype2_data/Shifting/shifting_0_9484.bmp,1
109,./prototype2_data/Shifting/shifting_0_6801.bmp,1
110,./prototype2_data/Normal_Type-2/Normal_Type2_0_2633.bmp,-1
111,./prototype2_data/Normal_Type-2/Normal_Type2_0_1901.bmp,1
112,./prototype2_data/Normal_Type-2/Normal_Type2_0_1790.bmp,1
113,./prototype2_data/Normal_Type-2/Normal_Type2_0_4361.bmp,1
114,./prototype2_data/Normal_Type-2/Normal_Type2_0_9626.bmp,-1
115,./prototype2_data/Normal_Type-2/Normal_Type2_0_9133.bmp,1
116,./prototype2_data/Shifting/shifting_0_1042.bmp,1
117,./prototype2_data/Shifting/shifting_0_1288.bmp,-1
118,./prototype2_data/Shifting/shifting_0_1317.bmp,-1
119,./prototype2_data/Shifting/shifting_0_5182.bmp,-1
120,./prototype2_data/Shifting/shifting_0_1048.bmp,-1
121,./prototype2_data/Normal_Type-2/Normal_Type2_0_6225.bmp,1
122,./prototype2_data/Normal_Type-2/Normal_Type2_0_5884.bmp,1
123,./prototype2_data/Normal_Type-2/Normal_Type2_0_618.bmp,1
124,./prototype2_data/Normal_Type-2/Normal_Type2_0_334.bmp,1
125,./prototype2_data/Normal_Type-2/Normal_Type2_0_1986.bmp,-1
126,./prototype2_data/Normal_Type-2/Normal_Type2_0_1409.bmp,-1
127,./prototype2_data/Normal_Type-2/Normal_Type2_0_4578.bmp,1
128,./prototype2_data/Shifting/shifting_0_715.bmp,-1
129,./prototype2_data/Normal_Type-2/Normal_Type2_0_9573.bmp,1
130,./prototype2_data/Normal_Type-2/Normal_Type2_0_1228.bmp,-1
131,./prototype2_data/Normal_Type-2/Normal_Type2_0_3713.bmp,1
132,./prototype2_data/Normal_Type-2/Normal_Type2_0_8958.bmp,1
133,./prototype2_data/Normal_Type-2/Normal_Type2_0_4021.bmp,-1
134,./prototype2_data/Shifting/shifting_0_4577.bmp,1
135,./prototype2_data/Normal_Type-2/Normal_Type2_0_1453.bmp,-1
136,./prototype2_data/Normal_Type-2/Normal_Type2_0_2530.bmp,-1
137,./prototype2_data/Normal_Type-2/Normal_Type2_0_6790.bmp,-1
138,./prototype2_data/Normal_Type-2/Normal_Type2_0_3558.bmp,1
139,./prototype2_data/Normal_Type-2/Normal_Type2_0_3362.bmp,1
140,./prototype2_data/Normal_Type-2/Normal_Type2_0_5532.bmp,1
141,./prototype2_data/Shifting/shifting_0_7104.bmp,-1
142,./prototype2_data/Shifting/shifting_0_7064.bmp,-1
143,./prototype2_data/Normal_Type-2/Normal_Type2_0_456.bmp,1
144,./prototype2_data/Normal_Type-2/Normal_Type2_0_4508.bmp,1
145,./prototype2_data/Normal_Type-2/Normal_Type2_0_2189.bmp,1
146,./prototype2_data/Shifting/shifting_0_7406.bmp,-1
147,./prototype2_data/Normal_Type-2/Normal_Type2_0_8561.bmp,-1
148,./prototype2_data/Normal_Type-2/Normal_Type2_0_3184.bmp,1
149,./prototype2_data/Normal_Type-2/Normal_Type2_0_3698.bmp,1
150,./prototype2_data/Normal_Type-2/Normal_Type2_0_9628.bmp,1
151,./prototype2_data/Normal_Type-2/Normal_Type2_0_6238.bmp,1
152,./prototype2_data/Shifting/shifting_0_5594.bmp,-1
153,./prototype2_data/Shifting/shifting_0_6876.bmp,-1
154,./prototype2_data/Normal_Type-2/Normal_Type2_0_987.bmp,1
155,./prototype2_data/Shifting/shifting_0_6161.bmp,-1
156,./prototype2_data/Normal_Type-2/Normal_Type2_0_8801.bmp,1
157,./prototype2_data/Normal_Type-2/Normal_Type2_0_5083.bmp,-1
158,./prototype2_data/Normal_Type-2/Normal_Type2_0_3190.bmp,1
159,./prototype2_data/Normal_Type-2/Normal_Type2_0_4565.bmp,1
160,./prototype2_data/Normal_Type-2/Normal_Type2_0_7823.bmp,1
161,./prototype2_data/Shifting/shifting_0_8770.bmp,-1
162,./prototype2_data/Shifting/shifting_0_860.bmp,1
163,./prototype2_data/Shifting/shifting_0_3360.bmp,-1
164,./prototype2_data/Normal_Type-2/Normal_Type2_0_9189.bmp,1
165,./prototype2_data/Shifting/shifting_0_6836.bmp,-1
166,./prototype2_data/Normal_Type-2/Normal_Type2_0_9130.bmp,1
167,./prototype2_data/Normal_Type-2/Normal_Type2_0_1031.bmp,1
168,./prototype2_data/Shifting/shifting_0_2445.bmp,-1
169,./prototype2_data/Normal_Type-2/Normal_Type2_0_3802.bmp,1
170,./prototype2_data/Shifting/shifting_0_207.bmp,-1
171,./prototype2_data/Shifting/shifting_0_2353.bmp,-1
172,./prototype2_data/Normal_Type-2/Normal_Type2_0_8139.bmp,1
173,./prototype2_data/Normal_Type-2/Normal_Type2_0_5403.bmp,1
174,./prototype2_data/Shifting/shifting_0_4292.bmp,-1
175,./prototype2_data/Shifting/shifting_0_7327.bmp,-1
176,./prototype2_data/Shifting/shifting_0_6003.bmp,-1
177,./prototype2_data/Normal_Type-2/Normal_Type2_0_2477.bmp,1
178,./prototype2_data/Normal_Type-2/Normal_Type2_0_2808.bmp,1
179,./prototype2_data/Normal_Type-2/Normal_Type2_0_3976.bmp,-1
180,./prototype2_data/Normal_Type-2/Normal_Type2_0_1094.bmp,1
181,./prototype2_data/Normal_Type-2/Normal_Type2_0_1486.bmp,1
182,./prototype2_data/Shifting/shifting_0_6449.bmp,-1
183,./prototype2_data/Shifting/shifting_0_9806.bmp,-1
184,./prototype2_data/Normal_Type-2/Normal_Type2_0_5160.bmp,-1
185,./prototype2_data/Normal_Type-2/Normal_Type2_0_9601.bmp,1
186,./prototype2_data/Normal_Type-2/Normal_Type2_0_6429.bmp,-1
187,./prototype2_data/Normal_Type-2/Normal_Type2_0_4242.bmp,1
188,./prototype2_data/Normal_Type-2/Normal_Type2_0_4651.bmp,-1
189,./prototype2_data/Normal_Type-2/Normal_Type2_0_5634.bmp,1
190,./prototype2_data/Shifting/shifting_0_5469.bmp,1
191,./prototype2_data/Normal_Type-2/Normal_Type2_0_8002.bmp,1
192,./prototype2_data/Normal_Type-2/Normal_Type2_0_54.bmp,-1
193,./prototype2_data/Shifting/shifting_0_8724.bmp,1
194,./prototype2_data/Shifting/shifting_0_1004.bmp,1
195,./prototype2_data/Shifting/shifting_0_6167.bmp,1
196,./prototype2_data/Shifting/shifting_0_1600.bmp,-1
197,./prototype2_data/Normal_Type-2/Normal_Type2_0_6883.bmp,-1
198,./prototype2_data/Normal_Type-2/Normal_Type2_0_7391.bmp,-1
199,./prototype2_data/Shifting/shifting_0_6402.bmp,-1
200,./prototype2_data/Normal_Type-2/Normal_Type2_0_2332.bmp,1
201,./prototype2_data/Normal_Type-2/Normal_Type2_0_6394.bmp,1
202,./prototype2_data/Normal_Type-2/Normal_Type2_0_7936.bmp,-1
203,./prototype2_data/Shifting/shifting_0_888.bmp,-1
204,./prototype2_data/Normal_Type-2/Normal_Type2_0_8843.bmp,1
205,./prototype2_data/Shifting/shifting_0_2984.bmp,-1
206,./prototype2_data/Shifting/shifting_0_901.bmp,-1
207,./prototype2_data/Shifting/shifting_0_493.bmp,-1
208,./prototype2_data/Shifting/shifting_0_7779.bmp,-1
209,./prototype2_data/Normal_Type-2/Normal_Type2_0_3215.bmp,1
210,./prototype2_data/Normal_Type-2/Normal_Type2_0_1124.bmp,1
211,./prototype2_data/Normal_Type-2/Normal_Type2_0_1364.bmp,-1
212,./prototype2_data/Normal_Type-2/Normal_Type2_0_8875.bmp,-1
213,./prototype2_data/Shifting/shifting_0_4801.bmp,-1
214,./prototype2_data/Shifting/shifting_0_4567.bmp,-1
215,./prototype2_data/Normal_Type-2/Normal_Type2_0_6513.bmp,1
216,./prototype2_data/Shifting/shifting_0_2382.bmp,-1
217,./prototype2_data/Normal_Type-2/Normal_Type2_0_1944.bmp,1
218,./prototype2_data/Normal_Type-2/Normal_Type2_0_4057.bmp,1
219,./prototype2_data/Shifting/shifting_0_73.bmp,-1
220,./prototype2_data/Normal_Type-2/Normal_Type2_0_3978.bmp,1
221,./prototype2_data/Shifting/shifting_0_2757.bmp,-1
222,./prototype2_data/Shifting/shifting_0_7655.bmp,-1
223,./prototype2_data/Normal_Type-2/Normal_Type2_0_1232.bmp,1
224,./prototype2_data/Shifting/shifting_0_2225.bmp,1
225,./prototype2_data/Normal_Type-2/Normal_Type2_0_7323.bmp,1
226,./prototype2_data/Normal_Type-2/Normal_Type2_0_9032.bmp,1
227,./prototype2_data/Shifting/shifting_0_3652.bmp,-1
228,./prototype2_data/Normal_Type-2/Normal_Type2_0_5859.bmp,-1
229,./prototype2_data/Normal_Type-2/Normal_Type2_0_135.bmp,-1
230,./prototype2_data/Shifting/shifting_0_3807.bmp,-1
231,./prototype2_data/Shifting/shifting_0_7603.bmp,-1
232,./prototype2_data/Shifting/shifting_0_8712.bmp,-1
233,./prototype2_data/Normal_Type-2/Normal_Type2_0_1724.bmp,-1
234,./prototype2_data/Normal_Type-2/Normal_Type2_0_9753.bmp,-1
235,./prototype2_data/Normal_Type-2/Normal_Type2_0_2831.bmp,1
236,./prototype2_data/Normal_Type-2/Normal_Type2_0_5203.bmp,1
237,./prototype2_data/Shifting/shifting_0_4139.bmp,-1
238,./prototype2_data/Shifting/shifting_0_4684.bmp,-1
239,./prototype2_data/Normal_Type-2/Normal_Type2_0_4715.bmp,1
240,./prototype2_data/Shifting/shifting_0_3687.bmp,-1
241,./prototype2_data/Shifting/shifting_0_1975.bmp,-1
242,./prototype2_data/Shifting/shifting_0_2786.bmp,1
243,./prototype2_data/Normal_Type-2/Normal_Type2_0_4642.bmp,1
244,./prototype2_data/Normal_Type-2/Normal_Type2_0_1323.bmp,1
245,./prototype2_data/Normal_Type-2/Normal_Type2_0_9697.bmp,1
246,./prototype2_data/Normal_Type-2/Normal_Type2_0_515.bmp,1
247,./prototype2_data/Normal_Type-2/Normal_Type2_0_6635.bmp,1
248,./prototype2_data/Normal_Type-2/Normal_Type2_0_1818.bmp,-1
249,./prototype2_data/Shifting/shifting_0_1779.bmp,-1
250,./prototype2_data/Shifting/shifting_0_3109.bmp,-1
251,./prototype2_data/Normal_Type-2/Normal_Type2_0_7094.bmp,-1
252,./prototype2_data/Shifting/shifting_0_4001.bmp,1
253,./prototype2_data/Shifting/shifting_0_8148.bmp,-1
254,./prototype2_data/Normal_Type-2/Normal_Type2_0_6838.bmp,1
255,./prototype2_data/Normal_Type-2/Normal_Type2_0_451.bmp,1
256,./prototype2_data/Shifting/shifting_0_6657.bmp,1
257,./prototype2_data/Normal_Type-2/Normal_Type2_0_903.bmp,1
258,./prototype2_data/Shifting/shifting_0_7246.bmp,-1
259,./prototype2_data/Shifting/shifting_0_5467.bmp,-1
260,./prototype2_data/Normal_Type-2/Normal_Type2_0_6944.bmp,1
261,./prototype2_data/Shifting/shifting_0_538.bmp,-1
262,./prototype2_data/Normal_Type-2/Normal_Type2_0_621.bmp,-1
263,./prototype2_data/Shifting/shifting_0_1160.bmp,-1
264,./prototype2_data/Shifting/shifting_0_4521.bmp,1
265,./prototype2_data/Normal_Type-2/Normal_Type2_0_6869.bmp,-1
266,./prototype2_data/Shifting/shifting_0_4861.bmp,-1
267,./prototype2_data/Normal_Type-2/Normal_Type2_0_411.bmp,1
268,./prototype2_data/Normal_Type-2/Normal_Type2_0_3579.bmp,1
269,./prototype2_data/Normal_Type-2/Normal_Type2_0_6749.bmp,1
270,./prototype2_data/Shifting/shifting_0_783.bmp,-1
271,./prototype2_data/Shifting/shifting_0_5888.bmp,-1
272,./prototype2_data/Normal_Type-2/Normal_Type2_0_5770.bmp,1
273,./prototype2_data/Normal_Type-2/Normal_Type2_0_5531.bmp,1
274,./prototype2_data/Normal_Type-2/Normal_Type2_0_7752.bmp,1
275,./prototype2_data/Shifting/shifting_0_4389.bmp,1
276,./prototype2_data/Shifting/shifting_0_3595.bmp,-1
277,./prototype2_data/Shifting/shifting_0_7875.bmp,-1
278,./prototype2_data/Normal_Type-2/Normal_Type2_0_630.bmp,1
279,./prototype2_data/Shifting/shifting_0_7249.bmp,-1
280,./prototype2_data/Normal_Type-2/Normal_Type2_0_9168.bmp,-1
281,./prototype2_data/Shifting/shifting_0_4475.bmp,-1
282,./prototype2_data/Shifting/shifting_0_9362.bmp,-1
283,./prototype2_data/Normal_Type-2/Normal_Type2_0_9037.bmp,1
284,./prototype2_data/Shifting/shifting_0_2343.bmp,-1
285,./prototype2_data/Normal_Type-2/Normal_Type2_0_290.bmp,1
286,./prototype2_data/Shifting/shifting_0_6971.bmp,-1
287,./prototype2_data/Normal_Type-2/Normal_Type2_0_1389.bmp,1
288,./prototype2_data/Normal_Type-2/Normal_Type2_0_5360.bmp,1
289,./prototype2_data/Shifting/shifting_0_9180.bmp,-1
290,./prototype2_data/Normal_Type-2/Normal_Type2_0_4584.bmp,1
291,./prototype2_data/Shifting/shifting_0_8475.bmp,-1
292,./prototype2_data/Shifting/shifting_0_5050.bmp,-1
293,./prototype2_data/Normal_Type-2/Normal_Type2_0_2845.bmp,1
294,./prototype2_data/Normal_Type-2/Normal_Type2_0_2299.bmp,-1
295,./prototype2_data/Normal_Type-2/Normal_Type2_0_2251.bmp,-1
296,./prototype2_data/Shifting/shifting_0_8623.bmp,1
297,./prototype2_data/Shifting/shifting_0_8650.bmp,-1
298,./prototype2_data/Normal_Type-2/Normal_Type2_0_2749.bmp,1
299,./prototype2_data/Shifting/shifting_0_5490.bmp,1
300,./prototype2_data/Shifting/shifting_0_9936.bmp,-1
301,./prototype2_data/Shifting/shifting_0_6016.bmp,-1
302,./prototype2_data/Normal_Type-2/Normal_Type2_0_2579.bmp,1
303,./prototype2_data/Shifting/shifting_0_7301.bmp,-1
304,./prototype2_data/Shifting/shifting_0_4171.bmp,1
305,./prototype2_data/Shifting/shifting_0_8577.bmp,-1
306,./prototype2_data/Shifting/shifting_0_9989.bmp,-1
307,./prototype2_data/Normal_Type-2/Normal_Type2_0_3092.bmp,-1
308,./prototype2_data/Shifting/shifting_0_7470.bmp,-1
309,./prototype2_data/Normal_Type-2/Normal_Type2_0_6350.bmp,-1
310,./prototype2_data/Shifting/shifting_0_8655.bmp,-1
311,./prototype2_data/Shifting/shifting_0_8356.bmp,-1
312,./prototype2_data/Normal_Type-2/Normal_Type2_0_7736.bmp,1
313,./prototype2_data/Shifting/shifting_0_370.bmp,-1
314,./prototype2_data/Normal_Type-2/Normal_Type2_0_6632.bmp,-1
315,./prototype2_data/Normal_Type-2/Normal_Type2_0_3427.bmp,1
316,./prototype2_data/Shifting/shifting_0_4562.bmp,-1
317,./prototype2_data/Shifting/shifting_0_8750.bmp,-1
318,./prototype2_data/Normal_Type-2/Normal_Type2_0_6419.bmp,-1
319,./prototype2_data/Normal_Type-2/Normal_Type2_0_418.bmp,1
320,./prototype2_data/Shifting/shifting_0_5612.bmp,-1
321,./prototype2_data/Normal_Type-2/Normal_Type2_0_9886.bmp,-1
322,./prototype2_data/Normal_Type-2/Normal_Type2_0_9847.bmp,1
323,./prototype2_data/Normal_Type-2/Normal_Type2_0_7633.bmp,-1
324,./prototype2_data/Normal_Type-2/Normal_Type2_0_9308.bmp,1
325,./prototype2_data/Normal_Type-2/Normal_Type2_0_507.bmp,1
326,./prototype2_data/Normal_Type-2/Normal_Type2_0_8385.bmp,-1
327,./prototype2_data/Normal_Type-2/Normal_Type2_0_8170.bmp,1
328,./prototype2_data/Normal_Type-2/Normal_Type2_0_8400.bmp,1
329,./prototype2_data/Shifting/shifting_0_6043.bmp,-1
330,./prototype2_data/Normal_Type-2/Normal_Type2_0_6414.bmp,-1
331,./prototype2_data/Normal_Type-2/Normal_Type2_0_6044.bmp,1
332,./prototype2_data/Shifting/shifting_0_5822.bmp,-1
333,./prototype2_data/Normal_Type-2/Normal_Type2_0_9100.bmp,-1
334,./prototype2_data/Shifting/shifting_0_4622.bmp,-1
335,./prototype2_data/Shifting/shifting_0_5551.bmp,-1
336,./prototype2_data/Normal_Type-2/Normal_Type2_0_5029.bmp,1
337,./prototype2_data/Shifting/shifting_0_325.bmp,-1
338,./prototype2_data/Normal_Type-2/Normal_Type2_0_284.bmp,1
339,./prototype2_data/Normal_Type-2/Normal_Type2_0_668.bmp,-1
340,./prototype2_data/Shifting/shifting_0_5755.bmp,-1
341,./prototype2_data/Shifting/shifting_0_6677.bmp,-1
342,./prototype2_data/Shifting/shifting_0_6129.bmp,-1
343,./prototype2_data/Normal_Type-2/Normal_Type2_0_1692.bmp,1
344,./prototype2_data/Shifting/shifting_0_4097.bmp,-1
345,./prototype2_data/Shifting/shifting_0_6558.bmp,-1
346,./prototype2_data/Normal_Type-2/Normal_Type2_0_2214.bmp,-1
347,./prototype2_data/Shifting/shifting_0_2973.bmp,-1
348,./prototype2_data/Shifting/shifting_0_7558.bmp,-1
349,./prototype2_data/Shifting/shifting_0_837.bmp,-1
350,./prototype2_data/Normal_Type-2/Normal_Type2_0_8095.bmp,1
351,./prototype2_data/Normal_Type-2/Normal_Type2_0_5947.bmp,1
352,./prototype2_data/Normal_Type-2/Normal_Type2_0_2227.bmp,1
353,./prototype2_data/Normal_Type-2/Normal_Type2_0_6312.bmp,1
354,./prototype2_data/Shifting/shifting_0_5725.bmp,-1
355,./prototype2_data/Shifting/shifting_0_6757.bmp,1
356,./prototype2_data/Shifting/shifting_0_5063.bmp,-1
357,./prototype2_data/Shifting/shifting_0_4215.bmp,1
358,./prototype2_data/Normal_Type-2/Normal_Type2_0_1731.bmp,1
359,./prototype2_data/Normal_Type-2/Normal_Type2_0_7475.bmp,1
360,./prototype2_data/Shifting/shifting_0_4408.bmp,-1
361,./prototype2_data/Shifting/shifting_0_3042.bmp,1
362,./prototype2_data/Normal_Type-2/Normal_Type2_0_4308.bmp,1
363,./prototype2_data/Normal_Type-2/Normal_Type2_0_9731.bmp,1
364,./prototype2_data/Shifting/shifting_0_9357.bmp,-1
365,./prototype2_data/Shifting/shifting_0_5808.bmp,-1
366,./prototype2_data/Normal_Type-2/Normal_Type2_0_9304.bmp,1
367,./prototype2_data/Normal_Type-2/Normal_Type2_0_7366.bmp,-1
368,./prototype2_data/Shifting/shifting_0_4678.bmp,-1
369,./prototype2_data/Normal_Type-2/Normal_Type2_0_6424.bmp,1
370,./prototype2_data/Shifting/shifting_0_855.bmp,1
371,./prototype2_data/Shifting/shifting_0_8465.bmp,-1
372,./prototype2_data/Shifting/shifting_0_2494.bmp,-1
373,./prototype2_data/Normal_Type-2/Normal_Type2_0_9399.bmp,1
374,./prototype2_data/Shifting/shifting_0_7814.bmp,-1
375,./prototype2_data/Shifting/shifting_0_6722.bmp,1
376,./prototype2_data/Normal_Type-2/Normal_Type2_0_1337.bmp,1
377,./prototype2_data/Shifting/shifting_0_9398.bmp,-1
378,./prototype2_data/Shifting/shifting_0_7063.bmp,1
379,./prototype2_data/Normal_Type-2/Normal_Type2_0_4916.bmp,1
380,./prototype2_data/Normal_Type-2/Normal_Type2_0_6069.bmp,1
381,./prototype2_data/Shifting/shifting_0_2708.bmp,-1
382,./prototype2_data/Shifting/shifting_0_5352.bmp,-1
383,./prototype2_data/Shifting/shifting_0_4495.bmp,-1
384,./prototype2_data/Normal_Type-2/Normal_Type2_0_6190.bmp,1
385,./prototype2_data/Shifting/shifting_0_8991.bmp,-1
386,./prototype2_data/Normal_Type-2/Normal_Type2_0_6747.bmp,-1
387,./prototype2_data/Normal_Type-2/Normal_Type2_0_9459.bmp,1
388,./prototype2_data/Shifting/shifting_0_648.bmp,-1
389,./prototype2_data/Shifting/shifting_0_3179.bmp,-1
390,./prototype2_data/Normal_Type-2/Normal_Type2_0_7438.bmp,1
391,./prototype2_data/Normal_Type-2/Normal_Type2_0_1385.bmp,1
392,./prototype2_data/Normal_Type-2/Normal_Type2_0_7997.bmp,1
393,./prototype2_data/Shifting/shifting_0_5420.bmp,-1
394,./prototype2_data/Normal_Type-2/Normal_Type2_0_6950.bmp,1
395,./prototype2_data/Shifting/shifting_0_9197.bmp,-1
396,./prototype2_data/Shifting/shifting_0_4551.bmp,-1
397,./prototype2_data/Shifting/shifting_0_8314.bmp,-1
398,./prototype2_data/Shifting/shifting_0_434.bmp,-1
399,./prototype2_data/Normal_Type-2/Normal_Type2_0_9178.bmp,1
400,./prototype2_data/Normal_Type-2/Normal_Type2_0_736.bmp,-1
